id,NUTS,url,date,cos_dist,loc_normal,latitude,longitude
674cd44b-fa3e-4885-a5d6-b39416e8256e,DEC03,https://www.tt.com/ticker/15602517/pensionistin-in-noe-getoetet-geplante-tatrekonstruktion-abgesagt,2019-05-02,0.2209681,grafenbach,47.5764009,15.4998797
674e2232-82fa-4560-99f1-579b330a0ee1,DE712,https://www.op-online.de/hessen/wohnwagen-mord-revision-gegen-lebenslange-haft-eingelegt-zr-92383754.html,2023-07-05,0.21530832,frankfurtmain,50.1109221,8.6821267
674f3766-8682-4719-9e02-1fa09c8fc3f5,DE80N,https://www.helmstedter-nachrichten.de/panorama/article216967919/Zwei-Maenner-nach-Tod-von-18-jaehriger-Maria-festgenommen.html,2019-04-16,0.22370082,usedom,53.9335819,14.0958343
674f3d74-f31c-41d7-b884-7aa00075f63e,"DE927, DE93B",https://www.peiner-nachrichten.de/panorama/article233634773/19-Jaehrige-in-der-Weser-versenkt-Urteile-erwartet.html,2021-10-21,0.21728057,balge,52.7191869,9.1864283
674f3f71-55a1-4c9d-a936-37457f8490de,DE600,https://www.kn-online.de/Nachrichten/Hamburg/Frau-in-Hamburg-angeschossen-Tatverdaechtiger-festgenommen,2021-03-12,0.20833461,wilhelmsburg,53.500275,10.0181393
67511297-550b-487f-b420-1ac60b1afa96,DEA12,https://www.wolfsburger-nachrichten.de/panorama/article227846701/Frauenleiche-in-Duisburger-Wald-Ehemann-gesteht-Tat.html,2019-12-06,0.22078781,duisburg,51.4344079,6.762329299999999
67533c1e-b473-4f4e-b341-151506cc47be,"DE712, DE71E",https://www.merkur.de/welt/hundebesitzer-entdeckt-beim-gassigehen-blutverschmierte-leiche-zr-9855732.html?cmp=defrss,2018-05-09,0.19960265,niddatal,50.2833,8.83333
6756c78b-adfe-445c-8056-f040d5260996,"DE125, DE126, DEA14",https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/mannheim--mordprozess-gegen-von-stimmen-getriebenen-mann-31880442.html?utm_campaign=alle-nachrichten&utm_medium=rss-feed&utm_source=standard,2022-05-20,0.20940945,krefeld,51.33453,6.565408199999999
67571ef0-bf9b-48d5-a4a6-0d26471cb3cc,DE125,https://www.metropolnews.info/mp467013/heidelberg-messerattacke-auf-20-jaehrige-mutter-und-2-jaehrige-tochter,2020-07-05,0.22242038,rohrbach,47.1359115,7.812533299999999
6759da14-e9ce-48db-a6d9-9395e543b2a6,"DE927, DE93B",https://www.kreiszeitung.de/lokales/nienburg/grafschaft-hoya-ort120424/leichenfund-balge-identitaet-toten-weser-geklaert-13752611.html,2020-05-07,0.21659662,drakenburg,52.68684,9.2141076
675b4935-3b0c-42f8-bbfb-262016433186,DE116,https://www.sueddeutsche.de/news/panorama/kriminalitaet---weinstadt-leiche-an-der-rems-konkrete-hinweise-auf-gewaltverbrechen-dpa.urn-newsml-dpa-com-20090101-190711-99-16971,2019-07-10,0.20369087,endersbach,48.8109669,9.3659947
675cca0b-4764-40df-8869-321471ebdf9a,"DEB35, DEB39","https://www.morgenweb.de/mannheimer-morgen_artikel,-metropolregion-fuer-die-allgemeinheit-gefaehrlich-erst-psychiatrie-dann-haft-_arid,1561073.html",2019-11-27,0.21954998,worms,49.6302618,8.3620898
67600240-b795-4074-bb1f-9df2b9582a27,"DEF01, DEF0C",https://www.kreiszeitung.de/deutschland/mord-vor-35-jahren-verurteilter-kommt-frei-zr-7306672.html?cmp=defrss,2017-01-19,0.21220572,flensburg,54.7937431,9.4469964
6760447e-64d5-4eda-9ae5-0622b1c6c868,DEF03,https://www.welt.de/regionales/hamburg/article215507342/Frau-mit-Messer-getoetet-Ex-Partner-in-Untersuchungshaft.html,2020-09-11,0.19316766,lübeck,53.8654673,10.6865593
6760b689-4430-469d-8aec-277000aa033e,"DEA52, DEA54",https://www.welt.de/regionales/nrw/article233963062/Blut-von-getoeteter-Frau-an-Messer-Mann-wieder-festgenommen.html,2021-09-22,0.20671743,dortmund,51.5135872,7.465298100000001
6762b6db-00da-4d5c-8557-c0d46583fad4,DE714,https://www.gifhorner-rundschau.de/panorama/article231450561/Schuesse-auf-offener-Strasse-in-Wiesbaden.html,2021-02-01,0.22343363,wiesbaden,50.0782184,8.239760799999999
67644895-14b0-4920-af48-1fe3bcbeb4db,DEF0A,http://www.haz.de/Nachrichten/Panorama/Uebersicht/Silvester-Todesfall-kein-Mord-sondern-tragisches-Unglueck,2019-01-22,0.21514052,schönberg,54.3947047,10.3721441
6764a938-382c-4c65-9039-471945877cbf,DED51,https://www.welt.de/regionales/sachsen/article232080579/Erneuter-Prozess-um-Toetung-und-Zerstueckelung-zweier-Frauen.html,2021-06-25,0.22199254,leipzig,51.3396955,12.3730747
6764c933-5b75-45f1-a2ef-12013ae382ee,DE212,https://www.tz.de/muenchen/stadt/genommen-muenchnerin-im-eigenen-haus-ermordet-67-jaehrige-lag-zehn-stunden-am-boden-tod-billigend-in-kauf-zr-91881457.html,2022-10-30,0.2127194,münchen,48.1351253,11.5819806
67674730-f770-49b1-8d8e-496ffb1da9ff,"DE731, DE91C, DE925, DE929","https://www.ndr.de/nachrichten/niedersachsen/braunschweig_harz_goettingen/Frau-getoetet-Tatverdaechtiger-entkommt-aus-Zug,toetungsdelikt196.html",2019-09-26,0.22381264,hildesheim,52.154778,9.9579652
676d8dc8-1be1-4492-b965-553c1c827fe6,DE11D,https://www.stuttgarter-nachrichten.de/inhalt.waldstetten-betreuerin-stirbt-nach-messerangriff-in-behindertenwerkstatt.c704224f-fc50-4ab1-acad-6470a7a89d62.html,2020-10-14,0.21443126,waldstetten,48.76672809999999,9.8210358
