"NUTS","year","news_count","fem","pop22_tot","log_pop","year_num","year_c","fem_lag1","fem_lag2","pred_news","resid_pearson","resid_deviance","log_obs_exp","pred_news2","resid_pearson2","resid_deviance2"
"DE115","2022",27,2,535374,13.1907208470663,2022,2,4,1,28.2646726137773,-0.0324838060264042,-0.032976580197933,-0.0457758042760991,71.9503790220112,-0.366320347352452,-0.493803343718549
"DE115","2023",38,4,535374,13.1907208470663,2023,3,2,4,44.3061957355266,-0.103682816910808,-0.109020552853741,-0.15353833981938,100.840839284241,-0.365648482835634,-0.492481306739716
"DE116","2019",41,1,440696,12.9961105743196,2019,-1,4,0,36.0717943206758,0.0993875532977637,0.0952196290382863,0.128060851902763,45.1628539994695,-0.0539704438784607,-0.0557169386719866
"DE116","2020",104,3,440696,12.9961105743196,2020,0,1,4,55.9130355805922,0.627275965875553,0.50513428339676,0.620593361137481,62.946953827062,0.382281319286655,0.321267444584629
"DE116","2021",54,1,440696,12.9961105743196,2021,1,3,1,37.6907424458183,0.314881612144783,0.278531923220768,0.359569559249602,48.6729658322667,0.0641006998191099,0.0619082948325217
"DE116","2022",22,1,440696,12.9961105743196,2022,2,1,3,37.8839626696984,-0.305117291109759,-0.362149875603713,-0.543485375166136,50.1101828108522,-0.3285842018477,-0.423651156252264
"DE116","2023",12,1,440696,12.9961105743196,2023,3,1,1,38.7110745131179,-0.502208849411796,-0.711140404838146,-1.17121898910721,52.9516112265252,-0.453085962067896,-0.69674003401006
"DE117","2019",14,2,131986,11.7904511353376,2019,-1,2,1,47.5064493449129,-0.513990282162225,-0.738082075128742,-1.22180807646246,15.7835213623178,-0.0657012661949552,-0.0683227130317686
"DE117","2020",39,1,131986,11.7904511353376,2020,0,2,2,39.2796096489648,-0.00518150872196286,-0.00519377117517395,-0.0071438740125691,13.9254203683904,1.04545407701436,0.723066717753782
"DE117","2021",18,0,131986,11.7904511353376,2021,1,1,2,31.9238558890163,-0.31698708200529,-0.379454060787549,-0.572981750362414,12.4021695274045,0.261671863441943,0.230581127153175
"DE117","2022",76,1,131986,11.7904511353376,2022,2,0,1,40.2227796105287,0.647551707594796,0.518636497057026,0.636299861330365,15.2632551816714,2.31283789961623,1.27113921323815
"DE117","2023",125,0,131986,11.7904511353376,2023,3,1,0,33.5325228909211,1.98321721644417,1.22461232257677,1.31579794485962,13.642975041192,4.73782865951092,2.01160030469284
"DE118","2019",24,0,353877,12.7767046741114,2019,-1,0,2,23.4540682019299,0.0168664627418993,0.0167387728197136,0.0230099080781208,30.7427795899424,-0.128194737808254,-0.138916760445272
"DE118","2020",4,0,353877,12.7767046741114,2020,0,0,0,23.9661354784005,-0.603814723319287,-0.990445609028685,-1.79034720106618,32.4860062677089,-0.512671447929954,-0.90506906562386
"DE118","2021",12,0,353877,12.7767046741114,2021,1,0,0,24.635936260351,-0.371856598574283,-0.464280860930141,-0.719299467443708,33.8185164874316,-0.377280711526627,-0.515786580887512
"DE118","2022",27,1,353877,12.7767046741114,2022,2,0,0,31.5785527307116,-0.10536444922944,-0.110885205393652,-0.156641276069456,41.2305488976068,-0.202018697459672,-0.231315452038056
"DE118","2023",95,1,353877,12.7767046741114,2023,3,1,0,32.9256288748822,1.37051873113451,0.936078427855512,1.05962555445571,42.8390557379163,0.712791225782113,0.537727844377775
"DE119","2019",0,0,115644,11.6582717856393,2019,-1,1,0,5.01121913974661,-0.696485270366814,-1.58375376343386,-15.4271897847252,10.1782100046896,-0.578033375578443,-1.53640734896515
"DE119","2020",0,0,115644,11.6582717856393,2020,0,0,1,5.09376939202591,-0.697032226998924,-1.58875428354424,-15.4435286629876,10.5370638121476,-0.57835676039548,-1.54392846633767
"DE119","2021",0,1,115644,11.6582717856393,2021,1,0,0,6.50978749938623,-0.704377608444718,-1.66285886906039,-15.6888173714686,12.9429017945133,-0.58007071682481,-1.58799058097396
"DE119","2022",23,1,115644,11.6582717856393,2022,2,1,0,6.78748165208611,1.68509937494003,1.08964796998767,1.22041427734274,13.4478367669201,0.412232585829045,0.342649298556079
"DE119","2023",7,0,115644,11.6582717856393,2023,3,1,1,5.61207232849115,0.173148111431304,0.161119160830394,0.22099024157083,11.8647021615815,-0.23755706507427,-0.280206353952002
"DE11A","2019",34,2,200902,12.2105725059551,2019,-1,0,0,32.9715308012693,0.0226758594531633,0.0224461085831979,0.0307160678956742,24.2986804004758,0.23301479156443,0.207829762503855
"DE11A","2020",86,5,200902,12.2105725059551,2020,0,2,0,67.6095473033227,0.198557576171332,0.183016005042545,0.240598102507166,40.4748279810312,0.658297079759686,0.504644960982194
"DE11A","2021",11,0,200902,12.2105725059551,2021,1,5,2,24.200384551465,-0.395383086076392,-0.503454824020269,-0.788473159885337,18.7328662881408,-0.240419173472776,-0.284285995648761
"DE11A","2022",17,0,200902,12.2105725059551,2022,2,0,5,23.37901490949,-0.197704069239753,-0.218944304332308,-0.318625418379599,19.2533938859461,-0.0681818810800292,-0.0710126255339158
"DE11A","2023",100,2,200902,12.2105725059551,2023,3,0,0,36.8148773630916,1.2487247118267,0.872812703025498,0.999268156339831,28.5374789340683,1.4630214862167,0.92541276748946
"DE11B","2019",0,0,133169,11.7993742772692,2019,-1,0,1,5.6061409422234,-0.700090393623831,-1.61792702854899,-15.5393731517079,11.6557819650968,-0.579239862511712,-1.56567033235784
"DE11B","2020",25,1,133169,11.7993742772692,2020,0,0,0,7.16459333290868,1.75960379613898,1.1242538229651,1.24972456264354,14.3170473295027,0.433372444427488,0.357498279554807
"DE11B","2021",0,0,133169,11.7993742772692,2021,1,1,0,5.99075160341051,-0.702063458199268,-1.63796127052546,-15.6057274385825,12.7018768680985,-0.579927690958126,-1.58400346802411
"DE11B","2022",0,0,133169,11.7993742772692,2022,2,0,1,6.08943777985045,-0.702531981825461,-1.64287386652837,-15.6220663168449,13.1497077611415,-0.580189337758349,-1.59134663510961
"DE11B","2023",7,0,133169,11.7993742772692,2023,3,0,0,6.24097785224677,0.0855255111275117,0.0824057753120043,0.114773414717554,13.7918273452301,-0.285886420962939,-0.352578979365609
"DE11C","2019",0,0,135235,11.8147692848281,2019,-1,0,2,5.03116301619132,-0.696618938724913,-1.58497010700385,-15.4311617312922,11.7484317936624,-0.579305619601405,-1.56736628453081
"DE11C","2020",3,0,135235,11.8147692848281,2020,0,0,0,5.14100724112492,-0.290411073677843,-0.341278639197473,-0.538636399576128,12.4146103239646,-0.439653062531228,-0.660059814942285
"DE11C","2021",1,0,135235,11.8147692848281,2021,1,0,0,5.28468708776612,-0.566111836166491,-0.874238921667566,-1.66481240995702,12.9238325101032,-0.535176652112005,-1.02010581711365
"DE11C","2022",29,2,135235,11.8147692848281,2022,2,0,0,8.44684482939092,1.72909314551098,1.11019761037158,1.23350288580015,18.4527976883861,0.332849737080817,0.28502859570069
"DE11C","2023",1,1,135235,11.8147692848281,2023,3,2,0,7.16399178322263,-0.608175777732396,-1.0078692087484,-1.96906633724446,16.3395165349938,-0.546047115417929,-1.08993679623501
"DE11D","2019",81,2,317427,12.6680031496191,2019,-1,1,1,34.6561615769119,0.972506181941785,0.71985823390287,0.848973633903392,38.0327173273343,0.661025036115185,0.506322277221782
"DE11D","2020",47,1,317427,12.6680031496191,2020,0,2,1,28.9781214212546,0.451608702397715,0.382397833535224,0.483606511478376,33.742075536449,0.229769674758815,0.205221189619832
"DE11D","2021",8,2,317427,12.6680031496191,2021,1,1,2,36.7297693402133,-0.569091285226154,-0.88068267223891,-1.52414591325763,40.9097034506004,-0.470839097273359,-0.749840987054529
"DE11D","2022",34,2,317427,12.6680031496191,2022,2,2,1,38.1825069862755,-0.0797185393418251,-0.0828076940576532,-0.116016924405136,42.8247253247365,-0.120632080764567,-0.130040412782576
"DE11D","2023",11,0,317427,12.6680031496191,2023,3,2,2,25.3178569873413,-0.410121972607446,-0.528993194996924,-0.833614592835776,32.2621021994455,-0.385302273050905,-0.532404432011142
"DE121","2019",10,0,56881,10.9487166451946,2019,-1,0,1,10.2372937819605,-0.0165583845479768,-0.0166848048430605,-0.0234521125840266,4.97858010465402,0.573262968453462,0.451124603326817
"DE121","2020",21,0,56881,10.9487166451946,2020,0,0,0,10.4920562570767,0.715874498592437,0.563213306706556,0.693904061450129,5.22169149877937,1.72004212036108,1.03766789506196
"DE121","2021",13,2,56881,10.9487166451946,2021,1,0,0,16.7701076095745,-0.162178318634008,-0.175974229687723,-0.254648558220291,7.45559157802578,0.427305403385706,0.353249215983569
"DE121","2022",26,0,56881,10.9487166451946,2022,2,2,0,11.4062877573761,0.916326879324697,0.686878962387992,0.823931815470017,5.63706127624447,2.06097499604133,1.17571441736854
"DE121","2023",13,0,56881,10.9487166451946,2023,3,0,2,11.4647616777901,0.0959156672730525,0.092023344494953,0.125671305225806,5.80351261195032,0.708067398141168,0.534863028444345
"DE122","2019",84,0,309050,12.6412583550874,2019,-1,0,2,36.1017749523867,0.965171371599959,0.715594506354773,0.84447477896179,26.8484700397926,1.24317699354686,0.822376795446156
"DE122","2020",31,0,309050,12.6412583550874,2020,0,0,0,36.8899767012885,-0.116168072667621,-0.12294510828951,-0.173952643292621,28.3708752957537,0.0541391178058215,0.0525607954336063
"DE122","2021",72,4,309050,12.6412583550874,2021,1,0,0,91.6827849245683,-0.156873884025385,-0.169713874876668,-0.241668496177006,55.5592410488746,0.173388552318471,0.158780164683271
"DE122","2022",22,1,309050,12.6412583550874,2022,2,4,0,51.4500465831532,-0.417316379812222,-0.541748894973734,-0.84956886887307,35.7310438852502,-0.224786046845963,-0.262252715384916
"DE122","2023",102,1,309050,12.6412583550874,2023,3,1,4,51.2893175592229,0.720826462904779,0.566416333620759,0.687490327308332,36.3100104089773,1.05832115353899,0.729753142063837
"DE123","2019",2,0,456264,13.0308268683396,2019,-1,1,1,16.6241070971213,-0.634522101910784,-1.10865974003264,-2.11770619609592,39.8581396143051,-0.55586477993035,-1.16637306607724
"DE123","2020",0,2,456264,13.0308268683396,2020,0,0,1,26.1964699036396,-0.725459715141025,-2.04873637591373,-17.0811352231512,57.0197592299605,-0.585988693740977,-1.87942226242798
"DE123","2021",0,2,456264,13.0308268683396,2021,1,2,0,27.622297965871,-0.725836169586852,-2.06231313801009,-17.1341339018282,59.5739200254463,-0.586064357602285,-1.88741252566536
"DE123","2022",11,3,456264,13.0308268683396,2022,2,2,2,35.6183823429504,-0.502754181857121,-0.712368783136337,-1.17496649883168,71.5526591808828,-0.496206494712581,-0.837503712421657
"DE123","2023",95,1,456264,13.0308268683396,2023,3,3,2,23.8842644470505,2.15796907015446,1.29954337144281,1.38065705136095,54.2043175622246,0.440962487011535,0.362784597021636
"DE124","2019",18,1,230737,12.3490338127499,2019,-1,1,0,18.0494053420349,-0.00197680599142255,-0.00197858639088768,-0.00274092574485576,23.7832871417481,-0.141896697965959,-0.155255529301762
"DE124","2020",29,1,230737,12.3490338127499,2020,0,1,1,18.6092803091286,0.403420488919197,0.346714777659254,0.443635466828927,24.5743832049459,0.105114033387271,0.0994298717253367
"DE124","2021",16,0,230737,12.3490338127499,2021,1,1,1,15.3408191765436,0.0309530885217354,0.0305276802517667,0.0420715888872534,21.8441182958752,-0.156019208675596,-0.172458265884802
"DE124","2022",16,0,230737,12.3490338127499,2022,2,0,1,15.5470794466571,0.0209903005119778,0.0207931567684399,0.0287159806895772,22.7840121926462,-0.17369587888039,-0.194541535137166
"DE124","2023",27,4,230737,12.3490338127499,2023,3,0,0,38.524110153101,-0.217715120753578,-0.244012564245896,-0.355447379990228,44.9532665975904,-0.233841036821106,-0.274930785369143
"DE125","2019",18,2,155756,11.9560459591822,2019,-1,2,3,43.2567801451704,-0.425269770161794,-0.556110645983508,-0.876782174001929,18.3495685426814,-0.0110932091237796,-0.0111637806954695
"DE125","2020",18,2,155756,11.9560459591822,2020,0,2,2,44.3332564688995,-0.432693455189974,-0.569755597553263,-0.901363292316201,19.2456049820348,-0.0377039093760459,-0.0385417425789199
"DE125","2021",31,0,155756,11.9560459591822,2021,1,2,2,29.3086974658875,0.0419084718314236,0.0411352298223741,0.0561029229298476,14.6075414022452,0.651916821255215,0.500708599324392
"DE125","2022",31,3,155756,11.9560459591822,2022,2,0,2,56.7782830717339,-0.33116739786135,-0.400580568064923,-0.605166675586837,24.5204971971364,0.154232292988118,0.14249194503005
"DE125","2023",144,0,155756,11.9560459591822,2023,3,3,0,31.2261326952911,2.62426322937195,1.48715990645922,1.52855797589721,16.0380325740441,4.63983957244075,1.98600407555742
"DE126","2019",129,1,318035,12.6699167185989,2019,-1,1,1,45.6418975161422,1.33065066480289,0.915624182532165,1.03898631225782,32.5373420452574,1.73334353881165,1.04336316562448
"DE126","2020",44,1,318035,12.6699167185989,2020,0,1,1,46.917488179208,-0.0453130142933578,-0.0462821433443683,-0.0642008315892631,33.8719579546625,0.174856827797943,0.160017413813141
"DE126","2021",54,1,318035,12.6699167185989,2021,1,1,1,48.2287287961156,0.0872129742620687,0.0839753009723845,0.113029188468994,35.2613171071745,0.310831004756555,0.2684854306074
"DE126","2022",52,1,318035,12.6699167185989,2022,2,1,1,49.5766157046759,0.0356308245708433,0.0350692153808487,0.0477244728193943,36.7076649598158,0.243715905722833,0.216385671771287
"DE126","2023",31,3,318035,12.6699167185989,2023,3,1,1,79.2413955772652,-0.444652951602147,-0.592250861595847,-0.938511596962151,52.4116290262206,-0.239329560734223,-0.282725486698461
"DE127","2019",0,0,145263,11.8863011715698,2019,-1,0,1,7.18141480572783,-0.706901481343018,-1.69200690219426,-15.7870069697645,12.7143243216954,-0.579935207521423,-1.58421142265409
"DE127","2020",13,1,145263,11.8863011715698,2020,0,0,0,9.17777793463101,0.296653256345193,0.264027342040988,0.348164314103352,15.6172776413847,-0.0974303552995665,-0.103403593494617
"DE127","2021",1,0,145263,11.8863011715698,2021,1,1,0,7.6740975129868,-0.616164066000325,-1.0370152729819,-2.03784969867531,13.855422354231,-0.538666093512675,-1.04114949152309
"DE127","2022",0,0,145263,11.8863011715698,2022,2,0,1,7.80051359419316,-0.70886157499471,-1.71632302493986,-15.8697001349015,14.3439238749761,-0.580808597670181,-1.60964905349632
"DE127","2023",27,0,145263,11.8863011715698,2023,3,0,0,7.99463502831045,1.68647116862067,1.09032673241872,1.21706620778988,15.0443587895843,0.461817219497369,0.377172502410933
"DE128","2019",0,2,558561,13.2331191126552,2019,-1,1,0,61.6142948371534,-0.729685322822392,-2.25910221406676,-17.9364044606269,67.4266498261164,-0.586261217659112,-1.90982044833282
"DE128","2020",14,0,558561,13.2331191126552,2020,0,2,1,41.4395260535508,-0.482154019459316,-0.667493469463212,-1.08517775991031,50.6981605593141,-0.424012181656673,-0.62013295295646
"DE128","2021",17,4,558561,13.2331191126552,2021,1,0,2,100.403354665491,-0.607151488730058,-1.00192816992081,-1.77598221682258,98.9243492490198,-0.485907594191445,-0.799910233271484
"DE128","2022",47,2,558561,13.2331191126552,2022,2,4,0,69.8404537388438,-0.238756068846466,-0.271103309722058,-0.396065785356976,75.6299652138275,-0.221992437191435,-0.258385037693151
"DE128","2023",246,1,558561,13.2331191126552,2023,3,2,4,56.6326529696044,2.43898314288494,1.41459498299979,1.46874581354529,65.4984131992061,1.61550693758872,0.993020407072716
"DE129","2019",57,2,134912,11.8123779930209,2019,-1,0,1,28.9041519694269,0.705836758756416,0.556765852067131,0.679066033816927,16.1957672668723,1.46528274059185,0.926431068049334
"DE129","2020",1,0,134912,11.8123779930209,2020,0,2,0,19.600768014947,-0.686132559345658,-1.3992179518453,-2.97556774990535,12.337286659552,-0.532713220082312,-1.00590908993164
"DE129","2021",47,0,134912,11.8123779930209,2021,1,0,2,19.7012506411386,1.00191005612457,0.73683145354442,0.869465504935999,12.7015824766158,1.56599352963856,0.971370939945342
"DE129","2022",21,0,134912,11.8123779930209,2022,2,0,0,20.131383514976,0.0312073855375159,0.0307750686303886,0.0422425190422673,13.4218080944168,0.327670270229573,0.281158917896434
"DE129","2023",25,0,134912,11.8123779930209,2023,3,0,0,20.6940114126706,0.150551330916471,0.141324066328709,0.189031510188996,13.9723434943544,0.458259254252662,0.374729857628417
"DE12A","2019",0,0,161251,11.9907174361892,2019,-1,1,1,16.7002167215604,-0.721351098163199,-1.93026697617565,-16.6309322546417,14.0865044600194,-0.580683830809804,-1.60585018383668
"DE12A","2020",0,0,161251,11.9907174361892,2020,0,0,1,16.9247543536322,-0.721500236543397,-1.93386467763899,-16.6442878628394,14.6926090136333,-0.58097074787376,-1.6146761646746
"DE12A","2021",22,1,161251,11.9907174361892,2021,1,0,0,21.6296706509593,0.0123945963613306,0.0123253973839814,0.0169764854566835,18.0472472179021,0.127518205008169,0.119311768626017
"DE12A","2022",61,2,161251,11.9907174361892,2022,2,1,0,28.1218476892606,0.848742091828479,0.646313499115015,0.774327108483467,21.9602902396678,1.03676417488503,0.718542910888682
"DE12A","2023",56,0,161251,11.9907174361892,2023,3,2,1,18.9137284306043,1.41702005428411,0.959630975559661,1.0854636782175,16.5119626048599,1.39114199426816,0.892488145055833
"DE12B","2019",18,1,199745,12.2047968320261,2019,-1,1,0,7.0877333149466,1.08784463039116,0.78538536108326,0.932006225723223,20.5887772231089,-0.0732911752810088,-0.0765804894587528
"DE12B","2020",0,1,199745,12.2047968320261,2020,0,1,1,7.3075878963733,-0.707326512638394,-1.69714600865136,-15.8044238041365,21.2736152991151,-0.583046173715377,-1.69055588824803
"DE12B","2021",1,0,199745,12.2047968320261,2021,1,1,1,6.02411176965129,-0.585654656124066,-0.93271282407089,-1.79576904438495,18.9100725458405,-0.551662968973485,-1.1319575073445
"DE12B","2022",1,1,199745,12.2047968320261,2022,2,0,1,7.61281676052947,-0.615258954340336,-1.03363765130104,-2.0298322427494,23.0991082862043,-0.55815764948329,-1.18777615311501
"DE12B","2023",7,0,199745,12.2047968320261,2023,3,1,0,6.34657661053393,0.072449518088588,0.0701892838972511,0.0979947408347217,20.6470083918211,-0.385281354904816,-0.532370873629607
"DE12C","2019",1,0,121958,11.7114320021484,2019,-1,0,0,11.8530942605062,-0.656325400050223,-1.21270677154364,-2.47258795252606,10.7546443189259,-0.524747898519284,-0.963203900631192
"DE12C","2020",0,0,121958,11.7114320021484,2020,0,0,0,12.1843621785807,-0.717221731391601,-1.84380426737329,-16.3156638988688,11.1957780596005,-0.578897626170292,-1.55702270551029
"DE12C","2021",63,1,121958,11.7114320021484,2021,1,0,0,15.6180191197213,2.18607795911718,1.31132346385303,1.3947094228142,13.6495660566502,2.09867667797198,1.19039294665987
"DE12C","2022",38,2,121958,11.7114320021484,2022,2,1,0,20.3057902258574,0.63032232366312,0.507166357751409,0.626680107864719,16.6090943749149,0.749227746919179,0.559363963741519
"DE12C","2023",1,0,121958,11.7114320021484,2023,3,2,1,13.6569334328396,-0.66622283051034,-1.26695325239036,-2.61424633646946,12.4883934695816,-0.533369663345528,-1.00964207096419
"DE131","2019",102,0,237460,12.3777544672198,2019,-1,2,2,30.3534738941785,1.71474016940394,1.10361407983842,1.21206185103966,20.5497407058195,2.31029202721675,1.2702066592413
"DE131","2020",10,0,237460,12.3777544672198,2020,0,0,2,30.327588204688,-0.48691857636552,-0.677637433516642,-1.10947260707084,21.4753122307709,-0.311573538031879,-0.394409300495599
"DE131","2021",10,1,237460,12.3777544672198,2021,1,0,0,38.642906963192,-0.539473715741494,-0.80025555805583,-1.35177804548716,26.5765751800797,-0.364243842683514,-0.489735336535651
"DE131","2022",36,0,237460,12.3777544672198,2022,2,1,0,32.3116813604551,0.0829677646550665,0.0800284945016906,0.108090149359136,23.5783522778127,0.307403033255739,0.26588600965438
"DE131","2023",112,4,237460,12.3777544672198,2023,3,0,1,79.4079155861,0.299781506659902,0.266535896268773,0.343900824419394,45.9184263203355,0.842687779379673,0.613246876758117
"DE132","2019",50,1,272558,12.5156067144741,2019,-1,0,0,15.4341599888826,1.61345374512948,1.05587166588148,1.17543979144396,28.1482258596706,0.453510907853459,0.371464911805252
"DE132","2020",2,0,272558,12.5156067144741,2020,0,1,0,12.9054385091184,-0.606787526663482,-1.00134718443545,-1.86450113181791,24.9726979799947,-0.536987379074299,-1.0302199963601
"DE132","2021",1,0,272558,12.5156067144741,2021,1,0,1,13.1180309292449,-0.663544924309201,-1.25167887886748,-2.57398669064064,25.8531620054462,-0.561288900450568,-1.21836369613853
"DE132","2022",23,2,272558,12.5156067144741,2022,2,0,0,20.9049085299429,0.0725214619416998,0.0702583791158559,0.0955102701194378,37.1905026979047,-0.223233231644697,-0.260100600182463
"DE132","2023",5,2,272558,12.5156067144741,2023,3,2,0,22.1085837486345,-0.560352481426911,-0.855972397719849,-1.48652782559555,38.5669563070593,-0.509285194301605,-0.8902848975848
"DE133","2019",3,0,169787,12.0422999892689,2019,-1,1,2,6.52247030029525,-0.380428421276803,-0.478502450423825,-0.776640562593497,14.7216935623421,-0.462590502062424,-0.724566980770713
"DE133","2020",7,0,169787,12.0422999892689,2020,0,0,1,6.59047564523085,0.0437896259887288,0.0429460402972313,0.0602847691846159,15.4703785191891,-0.318278337929624,-0.40578660307509
"DE133","2021",7,0,169787,12.0422999892689,2021,1,0,0,6.75448440802817,0.0256385115540302,0.0253452804591138,0.0357036508703426,16.225819872022,-0.330692591838946,-0.427382911957235
"DE133","2022",1,1,169787,12.0422999892689,2022,2,0,0,8.6579555894925,-0.628997126191292,-1.08721656079641,-2.15847761958839,19.7820463202694,-0.553239484284864,-1.14470341752996
"DE133","2023",13,0,169787,12.0422999892689,2023,3,1,0,7.23944248053392,0.562651439717228,0.461190090555056,0.585405236403174,17.5503447586779,-0.150913019668404,-0.166194998419988
"DE134","2019",91,3,444858,13.0055104091012,2019,-1,2,2,44.1424983316443,0.773243679582282,0.599670939594653,0.723436518105818,61.8381222671475,0.276407833026041,0.242090021992339
"DE134","2020",19,1,444858,13.0055104091012,2020,0,3,2,29.6001961390351,-0.260096699190217,-0.299407081276503,-0.443341955828797,46.8451243488611,-0.348088887846635,-0.458922591185463
"DE134","2021",28,0,444858,13.0055104091012,2021,1,1,3,23.7885291389436,0.128303461207207,0.121498083932735,0.163001050348379,41.4900271949886,-0.190313423361937,-0.215899060416383
"DE134","2022",15,4,444858,13.0055104091012,2022,2,0,1,57.9408651627871,-0.540632923298294,-0.803207010846421,-1.35137265650757,82.6341774849275,-0.480066577934965,-0.779869196897739
"DE134","2023",21,0,444858,13.0055104091012,2023,3,4,0,25.9977189803778,-0.139449364564786,-0.149428711476385,-0.213486317306445,45.7183191418144,-0.316588327139177,-0.402890206155667
"DE135","2019",16,1,140237,11.8510891274667,2019,-1,1,2,15.2685061638312,0.0345085978675207,0.0339812874024905,0.0467964984655729,14.2404032183402,0.0717607200767912,0.0690319181370131
"DE135","2020",2,1,140237,11.8510891274667,2020,0,1,1,15.6484740053792,-0.628498921763848,-1.08353665567063,-2.05722572402866,14.9357830669203,-0.503269053577412,-0.865458305077209
"DE135","2021",50,1,140237,11.8510891274667,2021,1,1,1,16.0858144407857,1.51994111479177,1.01069197438023,1.13408523246066,15.5484186556789,1.28810701687027,0.844014141021245
"DE135","2022",10,0,140237,11.8510891274667,2022,2,1,1,13.2605649731912,-0.176656482451981,-0.193261840281716,-0.282209398185664,13.8209571160299,-0.160499591129758,-0.177997230627828
"DE135","2023",14,1,140237,11.8510891274667,2023,3,0,1,16.7576989176354,-0.118714118565302,-0.125808843458455,-0.179800388500332,16.8826314266248,-0.0993462117433386,-0.105570306126239
