NUTS,year,news_count,fem,pop22_tot
DEB3H,2020,25.0,1,113031.0
DEB3I,2020,18.0,1,155882.0
DEB3J,2020,2.0,0,206454.0
DEB3K,2020,,0,89974.0
DE111,2020,183.0,4,612663.0
DE112,2020,66.0,1,395167.0
DE113,2020,2.0,1,536601.0
DE114,2020,1.0,0,258809.0
DE115,2020,20.0,1,535374.0
DE116,2020,104.0,3,440696.0
DE117,2020,39.0,1,131986.0
DE118,2020,4.0,0,353877.0
DE119,2020,,0,115644.0
DE11A,2020,86.0,5,200902.0
DE11B,2020,25.0,1,133169.0
DE11C,2020,3.0,0,135235.0
DE11D,2020,47.0,1,317427.0
DE121,2020,21.0,0,56881.0
DE122,2020,31.0,0,309050.0
DE123,2020,,2,456264.0
DE124,2020,29.0,1,230737.0
DE125,2020,18.0,2,155756.0
DE126,2020,44.0,1,318035.0
DE127,2020,13.0,1,145263.0
DE128,2020,14.0,0,558561.0
DE129,2020,1.0,0,134912.0
DE12A,2020,,0,161251.0
DE12B,2020,,1,199745.0
DE12C,2020,,0,121958.0
DE131,2020,10.0,0,237460.0
DE132,2020,2.0,0,272558.0
DE133,2020,7.0,0,169787.0
DE134,2020,19.0,1,444858.0
DE135,2020,2.0,1,140237.0
DE136,2020,22.0,1,214065.0
DE137,2020,,0,145208.0
DE138,2020,13.0,0,291841.0
DE139,2020,1.0,0,238263.0
DE13A,2020,1.0,0,171579.0
DE141,2020,4.0,1,293483.0
DE142,2020,13.0,1,233546.0
DE143,2020,3.0,0,193326.0
DE144,2020,4.0,0,129882.0
DE145,2020,,2,202354.0
DE146,2020,11.0,1,207415.0
DE147,2020,3.0,0,220804.0
DE148,2020,12.0,0,291102.0
DE149,2020,1.0,0,132167.0
DE211,2020,23.0,2,141185.0
DE212,2020,80.0,6,1505005.0
DE213,2020,,1,65274.0
DE214,2020,3.0,1,113938.0
DE215,2020,6.0,0,105292.0
DE216,2020,8.0,0,130248.0
DE217,2020,1.0,0,153595.0
DE218,2020,,0,144225.0
DE219,2020,,0,135668.0
DE21A,2020,,0,140127.0
DE21B,2020,,0,184564.0
DE21C,2020,,0,218227.0
DE21D,2020,,0,89296.0
DE21E,2020,4.0,0,122107.0
DE21F,2020,2.0,1,97152.0
DE21G,2020,1.0,0,122037.0
DE21H,2020,3.0,2,354396.0
DE21I,2020,1.0,0,99364.0
DE21J,2020,19.0,2,130781.0
DE21K,2020,1.0,2,258637.0
DE21L,2020,13.0,1,139329.0
DE21M,2020,11.0,0,175144.0
DE21N,2020,,0,138957.0
DE221,2020,,2,71863.0
DE222,2020,1.0,0,53039.0
DE223,2020,4.0,0,49002.0
DE224,2020,50.0,0,121844.0
DE225,2020,,0,78710.0
DE226,2020,,0,126037.0
DE227,2020,,0,162170.0
DE228,2020,,1,194699.0
DE229,2020,,0,77267.0
DE22A,2020,,0,120497.0
DE22B,2020,,1,103041.0
DE22C,2020,,0,101035.0
DE231,2020,2.0,0,42553.0
DE232,2020,90.0,2,151389.0
DE233,2020,5.0,0,42444.0
DE234,2020,,0,103982.0
DE235,2020,,0,128534.0
DE236,2020,36.0,3,138693.0
DE237,2020,,1,96049.0
DE238,2020,1.0,0,196213.0
DE239,2020,3.0,0,149312.0
DE23A,2020,,1,72210.0
DE241,2020,3.0,0,77150.0
DE242,2020,14.0,1,72940.0
DE243,2020,,0,41064.0
DE244,2020,12.0,0,46778.0
DE245,2020,,0,147777.0
DE246,2020,7.0,0,103215.0
DE247,2020,,0,84468.0
DE248,2020,1.0,2,116184.0
DE249,2020,,1,92191.0
DE24A,2020,,0,64545.0
DE24B,2020,4.0,0,71518.0
DE24C,2020,,0,67379.0
DE24D,2020,13.0,0,70549.0
DE251,2020,8.0,0,40742.0
DE252,2020,5.0,0,115928.0
DE253,2020,1.0,0,132036.0
DE254,2020,53.0,1,529508.0
DE255,2020,16.0,1,40835.0
DE256,2020,3.0,1,187633.0
DE257,2020,3.0,1,138325.0
DE258,2020,,0,117719.0
DE259,2020,,0,168813.0
DE25A,2020,14.0,1,101043.0
DE25B,2020,2.0,0,128632.0
DE25C,2020,,0,94695.0
DE261,2020,59.0,1,73091.0
DE262,2020,32.0,0,54481.0
DE263,2020,69.0,1,133258.0
DE264,2020,10.0,1,170945.0
DE265,2020,19.0,0,103489.0
DE266,2020,,0,79375.0
DE267,2020,,0,83869.0
DE268,2020,,0,91287.0
DE269,2020,2.0,0,127547.0
DE26A,2020,29.0,1,125282.0
DE26B,2020,,1,113977.0
DE26C,2020,5.0,0,162216.0
DE271,2020,16.0,3,301105.0
DE272,2020,1.0,0,46193.0
DE273,2020,13.0,3,67645.0
DE274,2020,1.0,0,44192.0
DE275,2020,,0,136803.0
DE276,2020,7.0,0,262811.0
DE277,2020,,0,98899.0
DE278,2020,5.0,0,129846.0
DE279,2020,1.0,0,183595.0
DE27A,2020,13.0,1,82411.0
DE27B,2020,47.0,1,142047.0
DE27C,2020,5.0,1,147255.0
DE27D,2020,,1,135098.0
DE27E,2020,2.0,0,155413.0
DEC01,2020,34.0,3,333149.0
DEC02,2020,,0,108779.0
DEC03,2020,1.0,0,133179.0
DEC04,2020,13.0,0,205129.0
DEC05,2020,,1,144092.0
DEC06,2020,,0,87813.0
DE300,2020,238.0,20,3685265.0
DE401,2020,2.0,0,74113.0
DE402,2020,25.0,0,95123.0
DE403,2020,26.0,0,57107.0
DE404,2020,20.0,0,184754.0
DE405,2020,17.0,1,194169.0
DE406,2020,,0,178793.0
DE407,2020,7.0,0,97967.0
DE408,2020,4.0,0,170834.0
DE409,2020,,0,197817.0
DE40A,2020,1.0,0,217690.0
DE40B,2020,,0,107793.0
DE40C,2020,12.0,0,179817.0
DE40D,2020,7.0,0,99152.0
DE40E,2020,19.0,0,221268.0
DE40F,2020,,0,75595.0
DE40G,2020,23.0,1,109635.0
DE40H,2020,,1,177688.0
DE40I,2020,,0,117432.0
DE803,2020,23.0,2,205307.0
DE804,2020,2.0,0,98308.0
DE80J,2020,18.0,0,246318.0
DE80K,2020,6.0,1,218721.0
DE80L,2020,5.0,0,215203.0
DE80M,2020,,0,156692.0
DE80N,2020,5.0,0,224956.0
DE80O,2020,8.0,0,208092.0
DED41,2020,11.0,0,245618.0
DED42,2020,16.0,0,318394.0
DED43,2020,19.0,1,296431.0
DED44,2020,,1,219100.0
DED45,2020,7.0,0,306793.0
DED21,2020,26.0,6,564904.0
DED2C,2020,3.0,1,292608.0
DED2D,2020,2.0,1,243958.0
DED2E,2020,1.0,0,239221.0
DED2F,2020,9.0,0,243996.0
DED51,2020,57.0,1,611850.0
DED52,2020,3.0,0,260127.0
DED53,2020,10.0,0,199422.0
DEE01,2020,75.0,0,75402.0
DEE02,2020,13.0,2,226767.0
DEE03,2020,29.0,1,244329.0
DEE04,2020,2.0,1,79980.0
DEE05,2020,,0,153035.0
DEE07,2020,3.0,0,167924.0
DEE08,2020,,0,173684.0
DEE09,2020,12.0,1,205484.0
DEE06,2020,1.0,1,88509.0
DEE0A,2020,,0,129029.0
DEE0B,2020,,0,182451.0
DEE0C,2020,,0,180771.0
DEE0D,2020,1.0,1,106538.0
DEE0E,2020,4.0,0,121694.0
DEG01,2020,18.0,1,218793.0
DEG02,2020,10.0,1,95608.0
DEG03,2020,5.0,1,109725.0
DEG0S,2020,,0,34685.0
DEG05,2020,,0,65954.0
,2020,,0,
DEG06,2020,,1,103694.0
DEG07,2020,,0,80762.0
DEG0R,2020,,0,154957.0
DEG09,2020,3.0,1,94613.0
DEG0A,2020,2.0,0,71738.0
DEG0Q,2020,,0,120214.0
DEG0C,2020,6.0,0,135838.0
DEG0D,2020,,2,67693.0
DEG0E,2020,1.0,0,59987.0
DEG0T,2020,,0,106657.0
DEG0G,2020,,0,82392.0
DEG0V,2020,,0,54964.0
DEG0U,2020,,1,100105.0
DEG0J,2020,,0,83342.0
DEG0K,2020,6.0,1,77341.0
DEG0L,2020,,0,93707.0
DEG0M,2020,4.0,0,87508.0
DEF01,2021,133.0,1,96326.0
DEF02,2021,74.0,1,252668.0
DEF03,2021,57.0,1,216889.0
DEF04,2021,2.0,0,79809.0
DEF05,2021,16.0,0,133460.0
DEF06,2021,94.0,0,206235.0
DEF07,2021,54.0,0,170029.0
DEF08,2021,5.0,0,201472.0
DEF09,2021,1.0,0,325223.0
DEF0A,2021,1.0,1,130609.0
DEF0B,2021,109.0,4,278058.0
DEF0C,2021,151.0,1,205472.0
DEF0D,2021,18.0,1,283562.0
DEF0E,2021,20.0,0,132731.0
DEF0F,2021,34.0,0,246974.0
DE600,2021,173.0,8,1862565.0
DE911,2021,19.0,0,252962.0
DE912,2021,1.0,0,104970.0
DE913,2021,,0,129560.0
DE914,2021,2.0,0,175943.0
DE916,2021,5.0,2,126775.0
DE917,2021,45.0,0,90227.0
DE918,2021,39.0,2,125623.0
DE91A,2021,3.0,2,137045.0
DE91B,2021,,0,118290.0
DE91C,2021,42.0,1,328028.0
DE929,2021,242.0,4,1140888.0
DE922,2021,12.0,0,221202.0
DE923,2021,10.0,0,150203.0
DE925,2021,34.0,11,267506.0
DE926,2021,,0,65581.0
DE927,2021,272.0,0,121468.0
DE928,2021,,1,156841.0
DE931,2021,13.0,2,172449.0
DE932,2021,,0,198842.0
DE933,2021,7.0,1,265864.0
DE934,2021,,0,46502.0
DE935,2021,234.0,2,179448.0
DE936,2021,,0,113598.0
DE937,2021,10.0,0,165904.0
DE938,2021,46.0,1,141321.0
DE938,2021,46.0,0,141321.0
DE939,2021,8.0,1,207700.0
DE93A,2021,28.0,2,91638.0
DE93B,2021,249.0,0,138626.0
DE941,2021,30.0,1,81406.0
DE942,2021,1.0,0,49202.0
DE943,2021,33.0,2,176614.0
DE944,2021,63.0,0,166057.0
DE945,2021,25.0,1,75745.0
DE946,2021,,0,127751.0
DE947,2021,7.0,0,188816.0
DE948,2021,4.0,1,177025.0
DE949,2021,,0,334539.0
DE94A,2021,,0,100411.0
DE94B,2021,15.0,0,144543.0
DE94C,2021,19.0,0,169103.0
DE94D,2021,,0,132008.0
DE94E,2021,32.0,2,354821.0
DE94F,2021,4.0,0,146539.0
DE94G,2021,22.0,1,88936.0
DE94H,2021,,0,55969.0
DE501,2021,36.0,2,586271.0
DE502,2021,4.0,0,118610.0
DEA11,2021,57.0,2,618685.0
DEA12,2021,32.0,1,502270.0
DEA13,2021,43.0,3,574682.0
DEA14,2021,4.0,1,231406.0
DEA15,2021,3.0,0,267213.0
DEA16,2021,11.0,0,173050.0
DEA17,2021,8.0,1,213646.0
DEA18,2021,2.0,0,113828.0
DEA19,2021,28.0,3,165626.0
DEA1A,2021,42.0,0,358193.0
DEA1B,2021,,0,322018.0
DEA1C,2021,28.0,2,490910.0
DEA1D,2021,8.0,0,457077.0
DEA1E,2021,1.0,0,297857.0
DEA1F,2021,,1,457918.0
DEA22,2021,65.0,1,323336.0
DEA23,2021,102.0,3,1024621.0
DEA24,2021,6.0,0,168581.0
DEA2D,2021,54.0,0,582410.0
DEA26,2021,,0,279285.0
DEA27,2021,1.0,1,477988.0
DEA28,2021,19.0,0,202609.0
DEA29,2021,6.0,0,263681.0
DEA2A,2021,,4,274057.0
DEA2B,2021,9.0,1,284273.0
DEA2C,2021,88.0,3,605441.0
DEA31,2021,,0,118535.0
DEA32,2021,8.0,1,267930.0
DEA33,2021,51.0,0,308258.0
DEA34,2021,,5,380796.0
DEA35,2021,31.0,0,227859.0
DEA36,2021,11.0,1,621305.0
DEA37,2021,32.0,0,451712.0
DEA38,2021,,0,282639.0
DEA41,2021,74.0,0,331605.0
DEA42,2021,6.0,0,363982.0
DEA43,2021,45.0,1,254404.0
DEA44,2021,,0,139252.0
DEA45,2021,2.0,0,347149.0
DEA46,2021,65.0,3,320557.0
DEA47,2021,20.0,0,315912.0
DEA51,2021,36.0,2,358676.0
DEA52,2021,86.0,0,603462.0
DEA53,2021,27.0,1,190384.0
DEA54,2021,286.0,0,179968.0
DEA55,2021,,1,155851.0
DEA56,2021,1.0,0,314167.0
DEA57,2021,,1,260843.0
DEA58,2021,6.0,2,408046.0
DEA59,2021,1.0,0,132346.0
DEA5A,2021,1.0,0,274074.0
DEA5B,2021,,0,300297.0
DEA5C,2021,31.0,0,393784.0
DE711,2021,63.0,0,167029.0
DE712,2021,106.0,2,756021.0
DE713,2021,9.0,0,132746.0
DE714,2021,70.0,7,288850.0
DE715,2021,19.0,2,274169.0
DE716,2021,1.0,1,302021.0
DE717,2021,41.0,2,268310.0
DE718,2021,,0,241664.0
DE719,2021,32.0,3,420914.0
DE71A,2021,67.0,1,238775.0
DE71B,2021,,1,93846.0
DE71C,2021,9.0,0,358022.0
DE71D,2021,8.0,0,185651.0
DE71E,2021,10.0,0,311593.0
DE721,2021,10.0,1,268418.0
DE722,2021,,0,254074.0
DE723,2021,2.0,0,173830.0
DE724,2021,,0,242805.0
DE725,2021,,1,101163.0
DE731,2021,22.0,0,197230.0
DE732,2021,22.0,1,222283.0
DE733,2021,1.0,1,117414.0
DE734,2021,5.0,1,231073.0
DE735,2021,11.0,1,180071.0
DE736,2021,10.0,2,155126.0
DE737,2021,1.0,1,97695.0
DEB11,2021,64.0,0,113378.0
DEB12,2021,2.0,0,129353.0
DEB13,2021,,2,132125.0
DEB14,2021,12.0,0,164748.0
DEB15,2021,3.0,0,82611.0
DEB1C,2021,,0,61608.0
DEB17,2021,20.0,0,217228.0
DEB18,2021,,1,189061.0
DEB1D,2021,15.0,0,106705.0
DEB1A,2021,,1,125588.0
DEB1B,2021,,0,207803.0
DEB21,2021,46.0,1,104342.0
DEB22,2021,,0,113187.0
DEB23,2021,24.0,1,99788.0
DEB24,2021,,0,59313.0
DEB25,2021,,0,148953.0
DEB31,2021,68.0,0,48140.0
DEB32,2021,26.0,2,100426.0
DEB33,2021,8.0,0,48209.0
DEB34,2021,44.0,2,177222.0
DEB35,2021,12.0,0,224684.0
DEB36,2021,68.0,2,52945.0
DEB37,2021,,0,39761.0
DEB38,2021,,0,49564.0
DEB39,2021,4.0,0,86753.0
DEB3A,2021,,0,33323.0
DEB3B,2021,8.0,2,131238.0
DEB3C,2021,2.0,1,134329.0
DEB3D,2021,,0,74783.0
DEB3E,2021,8.0,0,131383.0
DEB3F,2021,3.0,1,106343.0
DEB3G,2021,3.0,1,69334.0
DEB3H,2021,,0,113031.0
DEB3I,2021,21.0,1,155882.0
DEB3J,2021,,0,206454.0
DEB3K,2021,,0,89974.0
DE111,2021,116.0,1,612663.0
DE112,2021,41.0,1,395167.0
DE113,2021,7.0,2,536601.0
DE114,2021,4.0,3,258809.0
DE115,2021,39.0,4,535374.0
DE116,2021,54.0,1,440696.0
DE117,2021,18.0,0,131986.0
DE118,2021,12.0,0,353877.0
DE119,2021,,1,115644.0
DE11A,2021,11.0,0,200902.0
DE11B,2021,,0,133169.0
DE11C,2021,1.0,0,135235.0
DE11D,2021,8.0,2,317427.0
DE121,2021,13.0,2,56881.0
DE122,2021,72.0,4,309050.0
DE123,2021,,2,456264.0
DE124,2021,16.0,0,230737.0
DE125,2021,31.0,0,155756.0
DE126,2021,54.0,1,318035.0
DE127,2021,1.0,0,145263.0
DE128,2021,17.0,4,558561.0
DE129,2021,47.0,0,134912.0
DE12A,2021,22.0,1,161251.0
DE12B,2021,1.0,0,199745.0
DE12C,2021,63.0,1,121958.0
DE131,2021,10.0,1,237460.0
DE132,2021,1.0,0,272558.0
DE133,2021,7.0,0,169787.0
DE134,2021,28.0,0,444858.0
DE135,2021,50.0,1,140237.0
DE136,2021,19.0,2,214065.0
DE137,2021,1.0,0,145208.0
DE138,2021,27.0,3,291841.0
DE139,2021,,0,238263.0
DE13A,2021,1.0,0,171579.0
DE141,2021,5.0,0,293483.0
DE142,2021,28.0,1,233546.0
DE143,2021,1.0,0,193326.0
DE144,2021,22.0,3,129882.0
DE145,2021,1.0,2,202354.0
DE146,2021,,0,207415.0
DE147,2021,33.0,1,220804.0
DE148,2021,70.0,1,291102.0
DE149,2021,,0,132167.0
DE211,2021,23.0,0,141185.0
DE212,2021,229.0,15,1505005.0
DE213,2021,8.0,0,65274.0
DE214,2021,3.0,0,113938.0
DE215,2021,5.0,0,105292.0
DE216,2021,,1,130248.0
DE217,2021,1.0,0,153595.0
DE218,2021,2.0,1,144225.0
DE219,2021,8.0,1,135668.0
DE21A,2021,14.0,1,140127.0
DE21B,2021,,0,184564.0
DE21C,2021,1.0,0,218227.0
DE21D,2021,9.0,1,89296.0
DE21E,2021,11.0,0,122107.0
DE21F,2021,10.0,0,97152.0
DE21G,2021,,0,122037.0
DE21H,2021,18.0,2,354396.0
DE21I,2021,4.0,0,99364.0
DE21J,2021,10.0,3,130781.0
DE21K,2021,5.0,0,258637.0
DE21L,2021,,0,139329.0
DE21M,2021,15.0,1,175144.0
DE21N,2021,13.0,1,138957.0
DE221,2021,6.0,0,71863.0
DE222,2021,9.0,0,53039.0
DE223,2021,2.0,0,49002.0
DE224,2021,35.0,1,121844.0
DE225,2021,5.0,2,78710.0
DE226,2021,26.0,2,126037.0
DE227,2021,,0,162170.0
DE228,2021,,1,194699.0
DE229,2021,,0,77267.0
DE22A,2021,,1,120497.0
DE22B,2021,,0,103041.0
DE22C,2021,11.0,1,101035.0
DE231,2021,13.0,0,42553.0
DE232,2021,58.0,2,151389.0
DE233,2021,2.0,0,42444.0
DE234,2021,,0,103982.0
DE235,2021,,0,128534.0
DE236,2021,,0,138693.0
DE237,2021,,0,96049.0
DE238,2021,,0,196213.0
DE239,2021,8.0,1,149312.0
DE23A,2021,,0,72210.0
DE241,2021,9.0,1,77150.0
DE242,2021,,0,72940.0
DE243,2021,1.0,0,41064.0
DE244,2021,13.0,1,46778.0
DE245,2021,,0,147777.0
DE246,2021,,1,103215.0
DE247,2021,,1,84468.0
DE248,2021,9.0,0,116184.0
DE249,2021,8.0,0,92191.0
DE24A,2021,1.0,2,64545.0
DE24B,2021,1.0,1,71518.0
DE24C,2021,,0,67379.0
DE24D,2021,4.0,1,70549.0
DE251,2021,3.0,0,40742.0
DE252,2021,4.0,0,115928.0
DE253,2021,38.0,0,132036.0
DE254,2021,39.0,3,529508.0
DE255,2021,45.0,1,40835.0
DE256,2021,,0,187633.0
DE257,2021,4.0,0,138325.0
DE258,2021,1.0,0,117719.0
DE259,2021,,0,168813.0
DE25A,2021,20.0,0,101043.0
DE25B,2021,,0,128632.0
DE25C,2021,1.0,0,94695.0
DE261,2021,69.0,1,73091.0
DE262,2021,32.0,2,54481.0
DE263,2021,45.0,0,133258.0
DE264,2021,16.0,0,170945.0
DE265,2021,,0,103489.0
DE266,2021,,0,79375.0
DE267,2021,,0,83869.0
DE268,2021,2.0,0,91287.0
DE269,2021,,0,127547.0
DE26A,2021,14.0,0,125282.0
DE26B,2021,5.0,1,113977.0
DE26C,2021,2.0,0,162216.0
DE271,2021,24.0,1,301105.0
DE272,2021,1.0,0,46193.0
DE273,2021,28.0,0,67645.0
DE274,2021,92.0,0,44192.0
DE275,2021,,0,136803.0
DE276,2021,3.0,1,262811.0
DE277,2021,2.0,0,98899.0
DE278,2021,,0,129846.0
DE279,2021,29.0,2,183595.0
DE27A,2021,,0,82411.0
DE27B,2021,41.0,0,142047.0
DE27C,2021,80.0,1,147255.0
DE27D,2021,3.0,2,135098.0
DE27E,2021,,0,155413.0
DEC01,2021,15.0,1,333149.0
DEC02,2021,1.0,0,108779.0
DEC03,2021,,0,133179.0
DEC04,2021,,0,205129.0
DEC05,2021,2.0,2,144092.0
DEC06,2021,,0,87813.0
DE300,2021,189.0,19,3685265.0
DE401,2021,,0,74113.0
DE402,2021,17.0,1,95123.0
DE403,2021,,0,57107.0
DE404,2021,36.0,2,184754.0
DE405,2021,9.0,0,194169.0
DE406,2021,,0,178793.0
DE407,2021,11.0,1,97967.0
DE408,2021,2.0,0,170834.0
DE409,2021,,1,197817.0
DE40A,2021,22.0,0,217690.0
DE40B,2021,,1,107793.0
DE40C,2021,1.0,0,179817.0
DE40D,2021,20.0,0,99152.0
DE40E,2021,18.0,2,221268.0
DE40F,2021,8.0,0,75595.0
DE40G,2021,7.0,0,109635.0
DE40H,2021,3.0,0,177688.0
DE40I,2021,2.0,0,117432.0
DE803,2021,42.0,0,205307.0
DE804,2021,28.0,1,98308.0
DE80J,2021,10.0,0,246318.0
DE80K,2021,1.0,0,218721.0
DE80L,2021,2.0,0,215203.0
DE80M,2021,1.0,0,156692.0
DE80N,2021,1.0,0,224956.0
DE80O,2021,35.0,1,208092.0
DED41,2021,7.0,1,245618.0
DED42,2021,8.0,0,318394.0
DED43,2021,3.0,1,296431.0
DED44,2021,4.0,1,219100.0
DED45,2021,20.0,2,306793.0
DED21,2021,37.0,1,564904.0
DED2C,2021,155.0,0,292608.0
DED2D,2021,67.0,1,243958.0
DED2E,2021,,0,239221.0
DED2F,2021,,1,243996.0
DED51,2021,44.0,2,611850.0
DED52,2021,,0,260127.0
DED53,2021,10.0,2,199422.0
DEE01,2021,87.0,0,75402.0
DEE02,2021,45.0,0,226767.0
DEE03,2021,26.0,1,244329.0
DEE04,2021,,0,79980.0
DEE05,2021,4.0,0,153035.0
DEE07,2021,,0,167924.0
DEE08,2021,,0,173684.0
DEE09,2021,,0,205484.0
DEE06,2021,1.0,0,88509.0
DEE0A,2021,2.0,0,129029.0
DEE0B,2021,,0,182451.0
DEE0C,2021,52.0,0,180771.0
DEE0D,2021,2.0,1,106538.0
DEE0E,2021,4.0,0,121694.0
DEG01,2021,19.0,1,218793.0
DEG02,2021,25.0,0,95608.0
DEG03,2021,7.0,1,109725.0
DEG0S,2021,,0,34685.0
DEG05,2021,8.0,0,65954.0
,2021,,0,
DEG06,2021,17.0,0,103694.0
DEG07,2021,8.0,0,80762.0
DEG0R,2021,,0,154957.0
DEG09,2021,1.0,0,94613.0
DEG0A,2021,,0,71738.0
DEG0Q,2021,,0,120214.0
DEG0C,2021,,0,135838.0
DEG0D,2021,,0,67693.0
DEG0E,2021,,0,59987.0
DEG0T,2021,,1,106657.0
DEG0G,2021,,0,82392.0
DEG0V,2021,,0,54964.0
DEG0U,2021,,0,100105.0
DEG0J,2021,,1,83342.0
DEG0K,2021,8.0,0,77341.0
DEG0L,2021,13.0,2,93707.0
DEG0M,2021,,1,87508.0
DEF01,2022,30.0,0,96326.0
DEF02,2022,1.0,0,252668.0
DEF03,2022,23.0,1,216889.0
DEF04,2022,,0,79809.0
DEF05,2022,29.0,1,133460.0
DEF06,2022,,0,206235.0
DEF07,2022,12.0,1,170029.0
DEF08,2022,17.0,1,201472.0
DEF09,2022,50.0,4,325223.0
DEF0A,2022,,0,130609.0
DEF0B,2022,2.0,0,278058.0
DEF0C,2022,24.0,3,205472.0
DEF0D,2022,9.0,0,283562.0
DEF0E,2022,27.0,0,132731.0
DEF0F,2022,10.0,1,246974.0
DE600,2022,309.0,6,1862565.0
DE911,2022,53.0,2,252962.0
DE912,2022,73.0,0,104970.0
DE913,2022,,0,129560.0
DE914,2022,1.0,0,175943.0
DE916,2022,,1,126775.0
DE917,2022,9.0,0,90227.0
DE918,2022,43.0,2,125623.0
DE91A,2022,,1,137045.0
DE91B,2022,3.0,0,118290.0
DE91C,2022,70.0,0,328028.0
DE929,2022,325.0,4,1140888.0
DE922,2022,27.0,4,221202.0
DE923,2022,,0,150203.0
DE925,2022,106.0,5,267506.0
DE926,2022,,1,65581.0
DE927,2022,32.0,2,121468.0
DE928,2022,76.0,0,156841.0
DE931,2022,147.0,0,172449.0
DE932,2022,5.0,0,198842.0
DE933,2022,144.0,1,265864.0
DE934,2022,,0,46502.0
DE935,2022,32.0,0,179448.0
DE936,2022,4.0,1,113598.0
DE937,2022,5.0,0,165904.0
DE938,2022,48.0,3,141321.0
DE938,2022,48.0,0,141321.0
DE939,2022,,1,207700.0
DE93A,2022,,1,91638.0
DE93B,2022,99.0,0,138626.0
DE941,2022,19.0,0,81406.0
DE942,2022,5.0,0,49202.0
DE943,2022,40.0,0,176614.0
DE944,2022,45.0,1,166057.0
DE945,2022,8.0,0,75745.0
DE946,2022,2.0,0,127751.0
DE947,2022,38.0,1,188816.0
DE948,2022,5.0,1,177025.0
DE949,2022,32.0,1,334539.0
DE94A,2022,,0,100411.0
DE94B,2022,,0,144543.0
DE94C,2022,10.0,0,169103.0
DE94D,2022,1.0,0,132008.0
DE94E,2022,,2,354821.0
DE94F,2022,,0,146539.0
DE94G,2022,20.0,1,88936.0
DE94H,2022,3.0,0,55969.0
DE501,2022,77.0,9,586271.0
DE502,2022,94.0,0,118610.0
DEA11,2022,25.0,3,618685.0
DEA12,2022,29.0,2,502270.0
DEA13,2022,33.0,3,574682.0
DEA14,2022,42.0,0,231406.0
DEA15,2022,63.0,2,267213.0
DEA16,2022,13.0,3,173050.0
DEA17,2022,,1,213646.0
DEA18,2022,4.0,0,113828.0
DEA19,2022,20.0,0,165626.0
DEA1A,2022,53.0,1,358193.0
DEA1B,2022,7.0,1,322018.0
DEA1C,2022,29.0,3,490910.0
DEA1D,2022,14.0,1,457077.0
DEA1E,2022,,0,297857.0
DEA1F,2022,5.0,0,457918.0
DEA22,2022,18.0,0,323336.0
DEA23,2022,64.0,3,1024621.0
DEA24,2022,,0,168581.0
DEA2D,2022,5.0,2,582410.0
DEA26,2022,6.0,0,279285.0
DEA27,2022,1.0,2,477988.0
DEA28,2022,6.0,0,202609.0
DEA29,2022,,0,263681.0
DEA2A,2022,15.0,4,274057.0
DEA2B,2022,,0,284273.0
DEA2C,2022,10.0,0,605441.0
DEA31,2022,14.0,1,118535.0
DEA32,2022,3.0,0,267930.0
DEA33,2022,88.0,0,308258.0
DEA34,2022,,0,380796.0
DEA35,2022,8.0,3,227859.0
DEA36,2022,,0,621305.0
DEA37,2022,35.0,1,451712.0
DEA38,2022,63.0,0,282639.0
DEA41,2022,34.0,2,331605.0
DEA42,2022,3.0,1,363982.0
DEA43,2022,2.0,0,254404.0
DEA44,2022,46.0,0,139252.0
DEA45,2022,46.0,5,347149.0
DEA46,2022,,0,320557.0
DEA47,2022,11.0,0,315912.0
DEA51,2022,14.0,0,358676.0
DEA52,2022,90.0,2,603462.0
DEA53,2022,30.0,0,190384.0
DEA54,2022,111.0,2,179968.0
DEA55,2022,1.0,0,155851.0
DEA56,2022,19.0,1,314167.0
DEA57,2022,2.0,0,260843.0
DEA58,2022,17.0,0,408046.0
DEA59,2022,,0,132346.0
DEA5A,2022,1.0,0,274074.0
DEA5B,2022,25.0,1,300297.0
DEA5C,2022,15.0,2,393784.0
DE711,2022,27.0,0,167029.0
DE712,2022,41.0,4,756021.0
DE713,2022,2.0,0,132746.0
DE714,2022,2.0,0,288850.0
DE715,2022,24.0,3,274169.0
DE716,2022,3.0,0,302021.0
DE717,2022,1.0,1,268310.0
DE718,2022,2.0,0,241664.0
DE719,2022,3.0,2,420914.0
DE71A,2022,3.0,0,238775.0
DE71B,2022,,1,93846.0
DE71C,2022,,2,358022.0
DE71D,2022,,1,185651.0
DE71E,2022,10.0,0,311593.0
DE721,2022,7.0,0,268418.0
DE722,2022,2.0,0,254074.0
DE723,2022,,0,173830.0
DE724,2022,41.0,1,242805.0
DE725,2022,,0,101163.0
DE731,2022,11.0,0,197230.0
DE732,2022,6.0,2,222283.0
DE733,2022,,0,117414.0
DE734,2022,,0,231073.0
DE735,2022,62.0,1,180071.0
DE736,2022,4.0,3,155126.0
DE737,2022,,4,97695.0
DEB11,2022,18.0,0,113378.0
DEB12,2022,,0,129353.0
DEB13,2022,,0,132125.0
DEB14,2022,3.0,0,164748.0
DEB15,2022,2.0,0,82611.0
DEB1C,2022,,0,61608.0
DEB17,2022,5.0,1,217228.0
DEB18,2022,18.0,1,189061.0
DEB1D,2022,1.0,0,106705.0
DEB1A,2022,,0,125588.0
DEB1B,2022,,0,207803.0
DEB21,2022,80.0,16,104342.0
