NUTS,year,news_count,fem,pop22_tot
DEB22,2022,,1,113187.0
DEB23,2022,,1,99788.0
DEB24,2022,,0,59313.0
DEB25,2022,3.0,0,148953.0
DEB31,2022,34.0,0,48140.0
DEB32,2022,10.0,0,100426.0
DEB33,2022,6.0,0,48209.0
DEB34,2022,29.0,1,177222.0
DEB35,2022,43.0,1,224684.0
DEB36,2022,14.0,0,52945.0
DEB37,2022,,0,39761.0
DEB38,2022,36.0,0,49564.0
DEB39,2022,1.0,0,86753.0
DEB3A,2022,,0,33323.0
DEB3B,2022,12.0,0,131238.0
DEB3C,2022,,0,134329.0
DEB3D,2022,,0,74783.0
DEB3E,2022,4.0,0,131383.0
DEB3F,2022,,0,106343.0
DEB3G,2022,9.0,1,69334.0
DEB3H,2022,3.0,1,113031.0
DEB3I,2022,1.0,0,155882.0
DEB3J,2022,5.0,0,206454.0
DEB3K,2022,,0,89974.0
DE111,2022,155.0,2,612663.0
DE112,2022,46.0,0,395167.0
DE113,2022,47.0,1,536601.0
DE114,2022,9.0,0,258809.0
DE115,2022,27.0,2,535374.0
DE116,2022,22.0,1,440696.0
DE117,2022,76.0,1,131986.0
DE118,2022,27.0,1,353877.0
DE119,2022,23.0,1,115644.0
DE11A,2022,17.0,0,200902.0
DE11B,2022,,0,133169.0
DE11C,2022,29.0,2,135235.0
DE11D,2022,34.0,2,317427.0
DE121,2022,26.0,0,56881.0
DE122,2022,22.0,1,309050.0
DE123,2022,11.0,3,456264.0
DE124,2022,16.0,0,230737.0
DE125,2022,31.0,3,155756.0
DE126,2022,52.0,1,318035.0
DE127,2022,,0,145263.0
DE128,2022,47.0,2,558561.0
DE129,2022,21.0,0,134912.0
DE12A,2022,61.0,2,161251.0
DE12B,2022,1.0,1,199745.0
DE12C,2022,38.0,2,121958.0
DE131,2022,36.0,0,237460.0
DE132,2022,23.0,2,272558.0
DE133,2022,1.0,1,169787.0
DE134,2022,15.0,4,444858.0
DE135,2022,10.0,0,140237.0
DE136,2022,,1,214065.0
DE137,2022,1.0,0,145208.0
DE138,2022,18.0,0,291841.0
DE139,2022,9.0,2,238263.0
DE13A,2022,,0,171579.0
DE141,2022,8.0,2,293483.0
DE142,2022,85.0,0,233546.0
DE143,2022,68.0,1,193326.0
DE144,2022,18.0,0,129882.0
DE145,2022,13.0,2,202354.0
DE146,2022,,0,207415.0
DE147,2022,12.0,0,220804.0
DE148,2022,4.0,1,291102.0
DE149,2022,,0,132167.0
DE211,2022,98.0,0,141185.0
DE212,2022,198.0,4,1505005.0
DE213,2022,111.0,0,65274.0
DE214,2022,,0,113938.0
DE215,2022,,1,105292.0
DE216,2022,,0,130248.0
DE217,2022,,0,153595.0
DE218,2022,,0,144225.0
DE219,2022,2.0,0,135668.0
DE21A,2022,,0,140127.0
DE21B,2022,3.0,0,184564.0
DE21C,2022,13.0,0,218227.0
DE21D,2022,5.0,2,89296.0
DE21E,2022,1.0,0,122107.0
DE21F,2022,5.0,0,97152.0
DE21G,2022,16.0,0,122037.0
DE21H,2022,31.0,3,354396.0
DE21I,2022,1.0,0,99364.0
DE21J,2022,4.0,0,130781.0
DE21K,2022,125.0,0,258637.0
DE21L,2022,9.0,1,139329.0
DE21M,2022,9.0,0,175144.0
DE21N,2022,23.0,4,138957.0
DE221,2022,13.0,0,71863.0
DE222,2022,43.0,1,53039.0
DE223,2022,1.0,0,49002.0
DE224,2022,41.0,1,121844.0
DE225,2022,32.0,0,78710.0
DE226,2022,,0,126037.0
DE227,2022,,1,162170.0
DE228,2022,,0,194699.0
DE229,2022,,0,77267.0
DE22A,2022,22.0,1,120497.0
DE22B,2022,,0,103041.0
DE22C,2022,,0,101035.0
DE231,2022,1.0,0,42553.0
DE232,2022,115.0,1,151389.0
DE233,2022,,0,42444.0
DE234,2022,5.0,1,103982.0
DE235,2022,,0,128534.0
DE236,2022,,0,138693.0
DE237,2022,,0,96049.0
DE238,2022,50.0,0,196213.0
DE239,2022,1.0,0,149312.0
DE23A,2022,1.0,0,72210.0
DE241,2022,23.0,0,77150.0
DE242,2022,,0,72940.0
DE243,2022,16.0,1,41064.0
DE244,2022,4.0,0,46778.0
DE245,2022,,0,147777.0
DE246,2022,,2,103215.0
DE247,2022,14.0,0,84468.0
DE248,2022,32.0,0,116184.0
DE249,2022,1.0,1,92191.0
DE24A,2022,,0,64545.0
DE24B,2022,,0,71518.0
DE24C,2022,,0,67379.0
DE24D,2022,,0,70549.0
DE251,2022,20.0,0,40742.0
DE252,2022,,0,115928.0
DE253,2022,31.0,1,132036.0
DE254,2022,17.0,0,529508.0
DE255,2022,17.0,0,40835.0
DE256,2022,3.0,0,187633.0
DE257,2022,,1,138325.0
DE258,2022,,0,117719.0
DE259,2022,,0,168813.0
DE25A,2022,7.0,1,101043.0
DE25B,2022,21.0,1,128632.0
DE25C,2022,18.0,1,94695.0
DE261,2022,26.0,0,73091.0
DE262,2022,1.0,0,54481.0
DE263,2022,1.0,1,133258.0
DE264,2022,26.0,0,170945.0
DE265,2022,,0,103489.0
DE266,2022,4.0,0,79375.0
DE267,2022,,0,83869.0
DE268,2022,1.0,0,91287.0
DE269,2022,1.0,0,127547.0
DE26A,2022,8.0,2,125282.0
DE26B,2022,1.0,2,113977.0
DE26C,2022,,0,162216.0
DE271,2022,35.0,1,301105.0
DE272,2022,1.0,0,46193.0
DE273,2022,2.0,0,67645.0
DE274,2022,25.0,0,44192.0
DE275,2022,3.0,0,136803.0
DE276,2022,29.0,0,262811.0
DE277,2022,,0,98899.0
DE278,2022,,0,129846.0
DE279,2022,13.0,0,183595.0
DE27A,2022,,0,82411.0
DE27B,2022,6.0,1,142047.0
DE27C,2022,6.0,2,147255.0
DE27D,2022,2.0,1,135098.0
DE27E,2022,,1,155413.0
DEC01,2022,24.0,1,333149.0
DEC02,2022,19.0,0,108779.0
DEC03,2022,6.0,2,133179.0
DEC04,2022,20.0,1,205129.0
DEC05,2022,3.0,0,144092.0
DEC06,2022,,0,87813.0
DE300,2022,315.0,20,3685265.0
DE401,2022,1.0,0,74113.0
DE402,2022,21.0,0,95123.0
DE403,2022,31.0,0,57107.0
DE404,2022,25.0,1,184754.0
DE405,2022,10.0,0,194169.0
DE406,2022,,1,178793.0
DE407,2022,,1,97967.0
DE408,2022,,0,170834.0
DE409,2022,5.0,1,197817.0
DE40A,2022,,0,217690.0
DE40B,2022,6.0,1,107793.0
DE40C,2022,5.0,0,179817.0
DE40D,2022,13.0,0,99152.0
DE40E,2022,1.0,0,221268.0
DE40F,2022,,0,75595.0
DE40G,2022,,0,109635.0
DE40H,2022,,0,177688.0
DE40I,2022,,0,117432.0
DE803,2022,3.0,0,205307.0
DE804,2022,14.0,0,98308.0
DE80J,2022,8.0,1,246318.0
DE80K,2022,2.0,0,218721.0
DE80L,2022,15.0,1,215203.0
DE80M,2022,1.0,0,156692.0
DE80N,2022,23.0,0,224956.0
DE80O,2022,,0,208092.0
DED41,2022,31.0,0,245618.0
DED42,2022,,0,318394.0
DED43,2022,12.0,2,296431.0
DED44,2022,1.0,0,219100.0
DED45,2022,9.0,2,306793.0
DED21,2022,71.0,4,564904.0
DED2C,2022,44.0,1,292608.0
DED2D,2022,4.0,0,243958.0
DED2E,2022,2.0,1,239221.0
DED2F,2022,,0,243996.0
DED51,2022,36.0,4,611850.0
DED52,2022,2.0,0,260127.0
DED53,2022,,0,199422.0
DEE01,2022,,1,75402.0
DEE02,2022,24.0,1,226767.0
DEE03,2022,18.0,2,244329.0
DEE04,2022,,0,79980.0
DEE05,2022,,1,153035.0
DEE07,2022,5.0,0,167924.0
DEE08,2022,3.0,0,173684.0
DEE09,2022,17.0,3,205484.0
DEE06,2022,,0,88509.0
DEE0A,2022,3.0,0,129029.0
DEE0B,2022,,1,182451.0
DEE0C,2022,6.0,1,180771.0
DEE0D,2022,1.0,0,106538.0
DEE0E,2022,1.0,0,121694.0
DEG01,2022,1.0,0,218793.0
DEG02,2022,4.0,0,95608.0
DEG03,2022,,0,109725.0
DEG0S,2022,,0,34685.0
DEG05,2022,,0,65954.0
,2022,,0,
DEG06,2022,,0,103694.0
DEG07,2022,2.0,0,80762.0
DEG0R,2022,,0,154957.0
DEG09,2022,1.0,1,94613.0
DEG0A,2022,1.0,0,71738.0
DEG0Q,2022,,0,120214.0
DEG0C,2022,,0,135838.0
DEG0D,2022,,0,67693.0
DEG0E,2022,1.0,0,59987.0
DEG0T,2022,,1,106657.0
DEG0G,2022,,0,82392.0
DEG0V,2022,,0,54964.0
DEG0U,2022,,0,100105.0
DEG0J,2022,,0,83342.0
DEG0K,2022,,0,77341.0
DEG0L,2022,,0,93707.0
DEG0M,2022,8.0,1,87508.0
DEF01,2023,10.0,0,96326.0
DEF02,2023,80.0,4,252668.0
DEF03,2023,60.0,3,216889.0
DEF04,2023,1.0,0,79809.0
DEF05,2023,20.0,1,133460.0
DEF06,2023,7.0,1,206235.0
DEF07,2023,8.0,0,170029.0
DEF08,2023,19.0,1,201472.0
DEF09,2023,4.0,0,325223.0
DEF0A,2023,,0,130609.0
DEF0B,2023,44.0,1,278058.0
DEF0C,2023,13.0,1,205472.0
DEF0D,2023,2.0,2,283562.0
DEF0E,2023,16.0,3,132731.0
DEF0F,2023,,0,246974.0
DE600,2023,158.0,20,1862565.0
DE911,2023,60.0,1,252962.0
DE912,2023,10.0,0,104970.0
DE913,2023,10.0,0,129560.0
DE914,2023,16.0,1,175943.0
DE916,2023,,0,126775.0
DE917,2023,84.0,1,90227.0
DE918,2023,22.0,0,125623.0
DE91A,2023,1.0,1,137045.0
DE91B,2023,49.0,1,118290.0
DE91C,2023,27.0,0,328028.0
DE929,2023,142.0,4,1140888.0
DE922,2023,188.0,0,221202.0
DE923,2023,28.0,0,150203.0
DE925,2023,5.0,0,267506.0
DE926,2023,16.0,1,65581.0
DE927,2023,12.0,2,121468.0
DE928,2023,38.0,2,156841.0
DE931,2023,5.0,2,172449.0
DE932,2023,4.0,1,198842.0
DE933,2023,17.0,1,265864.0
DE934,2023,,0,46502.0
DE935,2023,21.0,3,179448.0
DE936,2023,7.0,1,113598.0
DE937,2023,,0,165904.0
DE938,2023,109.0,2,141321.0
DE938,2023,109.0,0,141321.0
DE939,2023,26.0,2,207700.0
DE93A,2023,16.0,0,91638.0
DE93B,2023,142.0,0,138626.0
DE941,2023,6.0,2,81406.0
DE942,2023,1.0,0,49202.0
DE943,2023,45.0,1,176614.0
DE944,2023,123.0,0,166057.0
DE945,2023,1.0,0,75745.0
DE946,2023,,0,127751.0
DE947,2023,20.0,0,188816.0
DE948,2023,7.0,3,177025.0
DE949,2023,2.0,0,334539.0
DE94A,2023,,0,100411.0
DE94B,2023,,0,144543.0
DE94C,2023,25.0,1,169103.0
DE94D,2023,1.0,0,132008.0
DE94E,2023,126.0,2,354821.0
DE94F,2023,10.0,0,146539.0
DE94G,2023,18.0,1,88936.0
DE94H,2023,,0,55969.0
DE501,2023,124.0,3,586271.0
DE502,2023,60.0,2,118610.0
DEA11,2023,47.0,1,618685.0
DEA12,2023,64.0,2,502270.0
DEA13,2023,32.0,6,574682.0
DEA14,2023,9.0,0,231406.0
DEA15,2023,9.0,0,267213.0
DEA16,2023,11.0,1,173050.0
DEA17,2023,,0,213646.0
DEA18,2023,,0,113828.0
DEA19,2023,2.0,1,165626.0
DEA1A,2023,8.0,0,358193.0
DEA1B,2023,38.0,1,322018.0
DEA1C,2023,17.0,0,490910.0
DEA1D,2023,8.0,2,457077.0
DEA1E,2023,7.0,2,297857.0
DEA1F,2023,1.0,1,457918.0
DEA22,2023,8.0,1,323336.0
DEA23,2023,92.0,2,1024621.0
DEA24,2023,57.0,2,168581.0
DEA2D,2023,39.0,1,582410.0
DEA26,2023,,0,279285.0
DEA27,2023,,1,477988.0
DEA28,2023,8.0,0,202609.0
DEA29,2023,12.0,0,263681.0
DEA2A,2023,1.0,2,274057.0
DEA2B,2023,9.0,2,284273.0
DEA2C,2023,3.0,1,605441.0
DEA31,2023,1.0,0,118535.0
DEA32,2023,2.0,0,267930.0
DEA33,2023,80.0,0,308258.0
DEA34,2023,8.0,0,380796.0
DEA35,2023,,3,227859.0
DEA36,2023,42.0,3,621305.0
DEA37,2023,32.0,1,451712.0
DEA38,2023,46.0,0,282639.0
DEA41,2023,82.0,2,331605.0
DEA42,2023,17.0,1,363982.0
DEA43,2023,1.0,1,254404.0
DEA44,2023,84.0,0,139252.0
DEA45,2023,10.0,1,347149.0
DEA46,2023,3.0,0,320557.0
DEA47,2023,19.0,2,315912.0
DEA51,2023,17.0,0,358676.0
DEA52,2023,20.0,0,603462.0
DEA53,2023,51.0,1,190384.0
DEA54,2023,2.0,3,179968.0
DEA55,2023,6.0,3,155851.0
DEA56,2023,4.0,0,314167.0
DEA57,2023,35.0,0,260843.0
DEA58,2023,59.0,2,408046.0
DEA59,2023,,0,132346.0
DEA5A,2023,348.0,0,274074.0
DEA5B,2023,4.0,0,300297.0
DEA5C,2023,,0,393784.0
DE711,2023,23.0,1,167029.0
DE712,2023,88.0,4,756021.0
DE713,2023,24.0,2,132746.0
DE714,2023,29.0,1,288850.0
DE715,2023,18.0,2,274169.0
DE716,2023,2.0,1,302021.0
DE717,2023,11.0,2,268310.0
DE718,2023,,1,241664.0
DE719,2023,15.0,1,420914.0
DE71A,2023,2.0,0,238775.0
DE71B,2023,,1,93846.0
DE71C,2023,1.0,4,358022.0
DE71D,2023,2.0,2,185651.0
DE71E,2023,18.0,1,311593.0
DE721,2023,31.0,1,268418.0
DE722,2023,9.0,0,254074.0
DE723,2023,13.0,3,173830.0
DE724,2023,51.0,1,242805.0
DE725,2023,1.0,0,101163.0
DE731,2023,51.0,1,197230.0
DE732,2023,32.0,2,222283.0
DE733,2023,20.0,1,117414.0
DE734,2023,34.0,0,231073.0
DE735,2023,14.0,1,180071.0
DE736,2023,10.0,1,155126.0
DE737,2023,8.0,1,97695.0
DEB11,2023,209.0,1,113378.0
DEB12,2023,,0,129353.0
DEB13,2023,14.0,1,132125.0
DEB14,2023,,0,164748.0
DEB15,2023,,0,82611.0
DEB1C,2023,,0,61608.0
DEB17,2023,2.0,0,217228.0
DEB18,2023,20.0,3,189061.0
DEB1D,2023,,0,106705.0
DEB1A,2023,,0,125588.0
DEB1B,2023,10.0,0,207803.0
DEB21,2023,23.0,0,104342.0
DEB22,2023,,0,113187.0
DEB23,2023,1.0,0,99788.0
DEB24,2023,,1,59313.0
DEB25,2023,,0,148953.0
DEB31,2023,20.0,0,48140.0
DEB32,2023,42.0,0,100426.0
DEB33,2023,2.0,0,48209.0
DEB34,2023,6.0,0,177222.0
DEB35,2023,103.0,1,224684.0
DEB36,2023,3.0,0,52945.0
DEB37,2023,3.0,0,39761.0
DEB38,2023,15.0,1,49564.0
DEB39,2023,,0,86753.0
DEB3A,2023,19.0,0,33323.0
DEB3B,2023,8.0,0,131238.0
DEB3C,2023,3.0,0,134329.0
DEB3D,2023,,0,74783.0
DEB3E,2023,3.0,0,131383.0
DEB3F,2023,26.0,1,106343.0
DEB3G,2023,,0,69334.0
DEB3H,2023,1.0,0,113031.0
DEB3I,2023,,0,155882.0
DEB3J,2023,3.0,0,206454.0
DEB3K,2023,1.0,0,89974.0
DE111,2023,205.0,3,612663.0
DE112,2023,50.0,0,395167.0
DE113,2023,18.0,0,536601.0
DE114,2023,10.0,1,258809.0
DE115,2023,38.0,4,535374.0
DE116,2023,12.0,1,440696.0
DE117,2023,125.0,0,131986.0
DE118,2023,95.0,1,353877.0
DE119,2023,7.0,0,115644.0
DE11A,2023,100.0,2,200902.0
DE11B,2023,7.0,0,133169.0
DE11C,2023,1.0,1,135235.0
DE11D,2023,11.0,0,317427.0
DE121,2023,13.0,0,56881.0
DE122,2023,102.0,1,309050.0
DE123,2023,95.0,1,456264.0
DE124,2023,27.0,4,230737.0
DE125,2023,144.0,0,155756.0
DE126,2023,31.0,3,318035.0
DE127,2023,27.0,0,145263.0
DE128,2023,246.0,1,558561.0
DE129,2023,25.0,0,134912.0
DE12A,2023,56.0,0,161251.0
DE12B,2023,7.0,0,199745.0
DE12C,2023,1.0,0,121958.0
DE131,2023,112.0,4,237460.0
DE132,2023,5.0,2,272558.0
DE133,2023,13.0,0,169787.0
DE134,2023,21.0,0,444858.0
DE135,2023,14.0,1,140237.0
DE136,2023,3.0,0,214065.0
DE137,2023,5.0,0,145208.0
DE138,2023,125.0,3,291841.0
DE139,2023,5.0,0,238263.0
DE13A,2023,20.0,1,171579.0
DE141,2023,15.0,1,293483.0
DE142,2023,99.0,2,233546.0
DE143,2023,9.0,0,193326.0
DE144,2023,38.0,1,129882.0
DE145,2023,22.0,1,202354.0
DE146,2023,1.0,1,207415.0
DE147,2023,146.0,2,220804.0
DE148,2023,9.0,0,291102.0
DE149,2023,19.0,0,132167.0
DE211,2023,136.0,0,141185.0
DE212,2023,162.0,2,1505005.0
DE213,2023,8.0,0,65274.0
DE214,2023,,0,113938.0
DE215,2023,,0,105292.0
DE216,2023,2.0,1,130248.0
DE217,2023,1.0,0,153595.0
DE218,2023,1.0,1,144225.0
DE219,2023,4.0,1,135668.0
DE21A,2023,37.0,0,140127.0
DE21B,2023,,0,184564.0
DE21C,2023,,0,218227.0
DE21D,2023,10.0,1,89296.0
DE21E,2023,,0,122107.0
DE21F,2023,3.0,0,97152.0
DE21G,2023,,3,122037.0
DE21H,2023,78.0,2,354396.0
DE21I,2023,1.0,0,99364.0
DE21J,2023,1.0,0,130781.0
DE21K,2023,52.0,0,258637.0
DE21L,2023,,0,139329.0
DE21M,2023,50.0,1,175144.0
DE21N,2023,2.0,0,138957.0
DE221,2023,6.0,0,71863.0
DE222,2023,4.0,0,53039.0
DE223,2023,1.0,0,49002.0
DE224,2023,44.0,0,121844.0
DE225,2023,,0,78710.0
DE226,2023,,0,126037.0
DE227,2023,,0,162170.0
DE228,2023,,0,194699.0
DE229,2023,,0,77267.0
DE22A,2023,2.0,1,120497.0
DE22B,2023,1.0,0,103041.0
DE22C,2023,,0,101035.0
DE231,2023,,0,42553.0
DE232,2023,59.0,1,151389.0
DE233,2023,,0,42444.0
DE234,2023,,0,103982.0
DE235,2023,,0,128534.0
DE236,2023,26.0,0,138693.0
DE237,2023,,0,96049.0
DE238,2023,1.0,0,196213.0
DE239,2023,1.0,1,149312.0
DE23A,2023,1.0,0,72210.0
DE241,2023,,0,77150.0
DE242,2023,13.0,0,72940.0
DE243,2023,141.0,1,41064.0
DE244,2023,30.0,0,46778.0
DE245,2023,,0,147777.0
DE246,2023,,1,103215.0
DE247,2023,29.0,1,84468.0
DE248,2023,,2,116184.0
DE249,2023,,0,92191.0
DE24A,2023,1.0,0,64545.0
DE24B,2023,1.0,0,71518.0
DE24C,2023,139.0,1,67379.0
DE24D,2023,51.0,2,70549.0
DE251,2023,,0,40742.0
DE252,2023,76.0,0,115928.0
DE253,2023,5.0,2,132036.0
DE254,2023,37.0,1,529508.0
DE255,2023,10.0,0,40835.0
DE256,2023,13.0,0,187633.0
DE257,2023,83.0,3,138325.0
DE258,2023,,0,117719.0
DE259,2023,18.0,0,168813.0
DE25A,2023,,0,101043.0
DE25B,2023,2.0,1,128632.0
DE25C,2023,,2,94695.0
DE261,2023,11.0,1,73091.0
DE262,2023,7.0,0,54481.0
DE263,2023,35.0,0,133258.0
DE264,2023,,0,170945.0
DE265,2023,7.0,0,103489.0
DE266,2023,,0,79375.0
DE267,2023,,1,83869.0
DE268,2023,,0,91287.0
DE269,2023,,1,127547.0
DE26A,2023,13.0,1,125282.0
DE26B,2023,7.0,1,113977.0
DE26C,2023,4.0,0,162216.0
DE271,2023,10.0,0,301105.0
DE272,2023,,0,46193.0
DE273,2023,27.0,0,67645.0
DE274,2023,2.0,0,44192.0
DE275,2023,2.0,0,136803.0
DE276,2023,2.0,2,262811.0
DE277,2023,14.0,1,98899.0
DE278,2023,,0,129846.0
DE279,2023,3.0,1,183595.0
DE27A,2023,15.0,0,82411.0
DE27B,2023,44.0,0,142047.0
DE27C,2023,1.0,0,147255.0
DE27D,2023,1.0,1,135098.0
DE27E,2023,2.0,0,155413.0
DEC01,2023,75.0,2,333149.0
DEC02,2023,6.0,0,108779.0
DEC03,2023,27.0,0,133179.0
DEC04,2023,12.0,0,205129.0
DEC05,2023,4.0,0,144092.0
DEC06,2023,,0,87813.0
DE300,2023,328.0,13,3685265.0
DE401,2023,1.0,0,74113.0
DE402,2023,10.0,1,95123.0
DE403,2023,1.0,2,57107.0
DE404,2023,16.0,1,184754.0
DE405,2023,13.0,1,194169.0
DE406,2023,5.0,0,178793.0
DE407,2023,,0,97967.0
DE408,2023,10.0,0,170834.0
DE409,2023,1.0,0,197817.0
DE40A,2023,10.0,1,217690.0
DE40B,2023,14.0,1,107793.0
DE40C,2023,,2,179817.0
DE40D,2023,1.0,0,99152.0
DE40E,2023,7.0,0,221268.0
DE40F,2023,,0,75595.0
DE40G,2023,5.0,0,109635.0
DE40H,2023,,0,177688.0
DE40I,2023,,1,117432.0
DE803,2023,13.0,0,205307.0
DE804,2023,47.0,2,98308.0
DE80J,2023,32.0,0,246318.0
DE80K,2023,,3,218721.0
DE80L,2023,45.0,1,215203.0
DE80M,2023,,0,156692.0
DE80N,2023,26.0,1,224956.0
DE80O,2023,,1,208092.0
DED41,2023,25.0,5,245618.0
DED42,2023,7.0,1,318394.0
DED43,2023,,2,296431.0
DED44,2023,20.0,0,219100.0
DED45,2023,23.0,1,306793.0
DED21,2023,12.0,5,564904.0
DED2C,2023,2.0,0,292608.0
DED2D,2023,2.0,0,243958.0
DED2E,2023,,2,239221.0
DED2F,2023,2.0,1,243996.0
DED51,2023,69.0,1,611850.0
DED52,2023,,0,260127.0
DED53,2023,,0,199422.0
DEE01,2023,3.0,0,75402.0
DEE02,2023,38.0,1,226767.0
DEE03,2023,43.0,0,244329.0
DEE04,2023,82.0,1,79980.0
DEE05,2023,1.0,2,153035.0
DEE07,2023,,0,167924.0
DEE08,2023,14.0,1,173684.0
DEE09,2023,29.0,0,205484.0
DEE06,2023,17.0,1,88509.0
DEE0A,2023,,1,129029.0
DEE0B,2023,4.0,1,182451.0
DEE0C,2023,1.0,0,180771.0
DEE0D,2023,95.0,1,106538.0
DEE0E,2023,4.0,0,121694.0
DEG01,2023,18.0,0,218793.0
DEG02,2023,2.0,0,95608.0
DEG03,2023,4.0,0,109725.0
DEG0S,2023,,0,34685.0
DEG05,2023,,0,65954.0
,2023,,0,
DEG06,2023,,0,103694.0
DEG07,2023,2.0,0,80762.0
DEG0R,2023,,0,154957.0
DEG09,2023,1.0,0,94613.0
DEG0A,2023,,0,71738.0
DEG0Q,2023,,1,120214.0
DEG0C,2023,1.0,2,135838.0
DEG0D,2023,,0,67693.0
DEG0E,2023,,0,59987.0
DEG0T,2023,,0,106657.0
DEG0G,2023,14.0,12,82392.0
DEG0V,2023,,0,54964.0
DEG0U,2023,,1,100105.0
DEG0J,2023,2.0,0,83342.0
DEG0K,2023,,0,77341.0
DEG0L,2023,,0,93707.0
DEG0M,2023,,2,87508.0
