1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33
------;Straftaten insgesamt;3358;Heidekreis;LK;voll.;3,005;1,728;1,277;41;19;22;194;114;80;235;133;102;263;130;133;177;113;64;1,914;1,122;792;416;230;186;2,330;1,352;978
------;Straftaten insgesamt;3359;Stade;LK;voll.;2,399;1,449;950;21;10;11;227;154;73;248;164;84;289;188;101;229;163;66;1,492;849;643;141;85;56;1,633;934;699
------;Straftaten insgesamt;3360;Uelzen;LK;voll.;1,540;876;664;17;6;11;91;44;47;108;50;58;130;71;59;144;81;63;1,036;605;431;122;69;53;1,158;674;484
------;Straftaten insgesamt;3361;Verden;LK;voll.;1,683;926;757;11;6;5;137;86;51;148;92;56;166;107;59;124;64;60;1,104;597;507;141;66;75;1,245;663;582
------;Straftaten insgesamt;3401;Delmenhorst;KfS;voll.;1,014;503;511;7;1;6;69;31;38;76;32;44;93;55;38;67;21;46;718;364;354;60;31;29;778;395;383
------;Straftaten insgesamt;3402;Emden;KfS;voll.;959;544;415;13;6;7;65;30;35;78;36;42;104;44;60;69;35;34;665;401;264;43;28;15;708;429;279
------;Straftaten insgesamt;3403;Oldenburg (Oldenburg);KfS;voll.;2,685;1,610;1,075;60;29;31;151;98;53;211;127;84;199;119;80;212;126;86;1,873;1,135;738;190;103;87;2,063;1,238;825
------;Straftaten insgesamt;3404;Osnabrück;KfS;voll.;3,568;2,217;1,351;21;12;9;143;78;65;164;90;74;266;144;122;285;173;112;2,647;1,677;970;206;133;73;2,853;1,810;1,043
------;Straftaten insgesamt;3405;Wilhelmshaven;KfS;voll.;2,018;1,207;811;33;17;16;149;73;76;182;90;92;217;145;72;174;113;61;1,331;777;554;114;82;32;1,445;859;586
------;Straftaten insgesamt;3451;Ammerland;LK;voll.;1,167;671;496;15;4;11;71;36;35;86;40;46;118;68;50;103;58;45;783;450;333;77;55;22;860;505;355
------;Straftaten insgesamt;3452;Aurich;LK;voll.;2,692;1,575;1,117;33;16;17;202;124;78;235;140;95;326;188;138;239;125;114;1,693;1,006;687;199;116;83;1,892;1,122;770
------;Straftaten insgesamt;3453;Cloppenburg;LK;voll.;1,627;920;707;27;16;11;103;49;54;130;65;65;194;115;79;143;89;54;1,065;604;461;95;47;48;1,160;651;509
------;Straftaten insgesamt;3454;Emsland;LK;voll.;4,006;2,420;1,586;50;26;24;248;155;93;298;181;117;370;239;131;326;206;120;2,786;1,651;1,135;226;143;83;3,012;1,794;1,218
------;Straftaten insgesamt;3455;Friesland;LK;voll.;1,256;724;532;11;1;10;113;67;46;124;68;56;137;100;37;116;63;53;779;437;342;100;56;44;879;493;386
------;Straftaten insgesamt;3456;Grafschaft Bentheim;LK;voll.;1,488;867;621;9;3;6;86;53;33;95;56;39;137;84;53;143;83;60;1,004;575;429;109;69;40;1,113;644;469
------;Straftaten insgesamt;3457;Leer;LK;voll.;2,255;1,339;916;35;15;20;129;62;67;164;77;87;238;141;97;195;116;79;1,492;897;595;166;108;58;1,658;1,005;653
------;Straftaten insgesamt;3458;Oldenburg;LK;voll.;1,232;714;518;15;7;8;72;50;22;87;57;30;118;78;40;118;69;49;820;462;358;89;48;41;909;510;399
------;Straftaten insgesamt;3459;Osnabrück;LK;voll.;3,521;2,013;1,508;55;28;27;415;245;170;470;273;197;330;194;136;239;143;96;2,243;1,259;984;239;144;95;2,482;1,403;1,079
------;Straftaten insgesamt;3460;Vechta;LK;voll.;1,388;834;554;9;5;4;99;51;48;108;56;52;150;96;54;124;66;58;943;580;363;63;36;27;1,006;616;390
------;Straftaten insgesamt;3461;Wesermarsch;LK;voll.;1,351;707;644;16;9;7;92;39;53;108;48;60;133;57;76;104;61;43;898;478;420;108;63;45;1,006;541;465
------;Straftaten insgesamt;3462;Wittmund;LK;voll.;657;352;305;9;5;4;45;25;20;54;30;24;45;23;22;47;24;23;442;234;208;69;41;28;511;275;236
------;Straftaten insgesamt;4011;Bremen;KfS;voll.;14,364;8,907;5,457;101;59;42;518;304;214;619;363;256;1,049;653;396;1,124;649;475;10,584;6,664;3,920;988;578;410;11,572;7,242;4,330
------;Straftaten insgesamt;4012;Bremerhaven;KfS;voll.;3,698;2,123;1,575;42;24;18;252;146;106;294;170;124;274;161;113;264;124;140;2,674;1,553;1,121;192;115;77;2,866;1,668;1,198
------;Straftaten insgesamt;5111;Düsseldorf;KfS;voll.;12,411;7,770;4,641;107;58;49;563;303;260;670;361;309;897;536;361;860;501;359;9,169;5,885;3,284;815;487;328;9,984;6,372;3,612
------;Straftaten insgesamt;5112;Duisburg;KfS;voll.;9,172;5,033;4,139;101;59;42;814;465;349;915;524;391;812;449;363;576;312;264;6,220;3,361;2,859;649;387;262;6,869;3,748;3,121
------;Straftaten insgesamt;5113;Essen;KfS;voll.;10,088;5,669;4,419;124;72;52;775;414;361;899;486;413;938;509;429;658;313;345;6,939;4,004;2,935;654;357;297;7,593;4,361;3,232
------;Straftaten insgesamt;5114;Krefeld;KfS;voll.;3,903;2,109;1,794;26;17;9;386;198;188;412;215;197;326;167;159;311;161;150;2,593;1,408;1,185;261;158;103;2,854;1,566;1,288
------;Straftaten insgesamt;5116;Mönchengladbach;KfS;voll.;5,305;2,992;2,313;51;24;27;360;181;179;411;205;206;463;284;179;341;198;143;3,739;2,100;1,639;351;205;146;4,090;2,305;1,785
------;Straftaten insgesamt;5117;Mülheim an der Ruhr;KfS;voll.;2,489;1,315;1,174;37;17;20;181;90;91;218;107;111;209;117;92;168;90;78;1,726;903;823;168;98;70;1,894;1,001;893
------;Straftaten insgesamt;5119;Oberhausen;KfS;voll.;3,542;2,038;1,504;44;23;21;288;165;123;332;188;144;354;222;132;268;156;112;2,369;1,347;1,022;219;125;94;2,588;1,472;1,116
------;Straftaten insgesamt;5120;Remscheid;KfS;voll.;1,931;1,042;889;25;13;12;123;57;66;148;70;78;165;93;72;127;71;56;1,362;729;633;129;79;50;1,491;808;683
------;Straftaten insgesamt;5122;Solingen;KfS;voll.;2,698;1,465;1,233;48;22;26;253;141;112;301;163;138;244;151;93;182;102;80;1,769;938;831;202;111;91;1,971;1,049;922
------;Straftaten insgesamt;5124;Wuppertal;KfS;voll.;7,164;4,056;3,108;87;49;38;558;341;217;645;390;255;624;346;278;526;250;276;4,849;2,761;2,088;520;309;211;5,369;3,070;2,299
------;Straftaten insgesamt;5154;Kleve;K;voll.;4,158;2,305;1,853;34;20;14;321;167;154;355;187;168;379;183;196;281;168;113;2,829;1,571;1,258;314;196;118;3,143;1,767;1,376
------;Straftaten insgesamt;5158;Mettmann;K;voll.;6,757;3,799;2,958;60;29;31;557;325;232;617;354;263;617;387;230;406;213;193;4,617;2,573;2,044;500;272;228;5,117;2,845;2,272
------;Straftaten insgesamt;5162;Rhein-Kreis Neuss;K;voll.;5,988;3,470;2,518;49;28;21;420;220;200;469;248;221;553;319;234;376;209;167;4,117;2,401;1,716;473;293;180;4,590;2,694;1,896
------;Straftaten insgesamt;5166;Viersen;K;voll.;3,819;2,216;1,603;36;24;12;249;119;130;285;143;142;379;217;162;240;143;97;2,543;1,482;1,061;372;231;141;2,915;1,713;1,202
------;Straftaten insgesamt;5170;Wesel;K;voll.;5,619;3,160;2,459;78;31;47;497;279;218;575;310;265;578;352;226;348;216;132;3,661;2,016;1,645;457;266;191;4,118;2,282;1,836
------;Straftaten insgesamt;5314;Bonn;KfS;voll.;7,336;4,390;2,946;63;31;32;668;434;234;731;465;266;739;456;283;451;251;200;4,916;2,938;1,978;499;280;219;5,415;3,218;2,197
------;Straftaten insgesamt;5315;Köln;KfS;voll.;25,400;15,147;10,253;209;115;94;1,268;680;588;1,477;795;682;1,752;983;769;1,836;1,057;779;18,657;11,294;7,363;1,678;1,018;660;20,335;12,312;8,023
------;Straftaten insgesamt;5316;Leverkusen;KfS;voll.;2,576;1,376;1,200;19;12;7;185;86;99;204;98;106;226;123;103;167;76;91;1,784;977;807;195;102;93;1,979;1,079;900
------;Straftaten insgesamt;5334;Aachen;K;voll.;9,267;5,241;4,026;84;43;41;596;318;278;680;361;319;700;397;303;644;337;307;6,524;3,712;2,812;719;434;285;7,243;4,146;3,097
------;Straftaten insgesamt;5358;Düren;K;voll.;3,445;1,939;1,506;29;15;14;260;132;128;289;147;142;288;149;139;183;103;80;2,397;1,359;1,038;288;181;107;2,685;1,540;1,145
------;Straftaten insgesamt;5362;Rhein-Erft-Kreis;K;voll.;6,674;3,514;3,160;75;31;44;481;223;258;556;254;302;596;312;284;440;237;203;4,551;2,430;2,121;531;281;250;5,082;2,711;2,371
------;Straftaten insgesamt;5366;Euskirchen;K;voll.;2,920;1,664;1,256;17;9;8;227;116;111;244;125;119;270;160;110;201;117;84;1,961;1,123;838;244;139;105;2,205;1,262;943
------;Straftaten insgesamt;5370;Heinsberg;K;voll.;3,423;1,882;1,541;30;15;15;231;118;113;261;133;128;310;163;147;226;116;110;2,343;1,314;1,029;283;156;127;2,626;1,470;1,156
------;Straftaten insgesamt;5374;Oberbergischer Kreis;K;voll.;3,080;1,739;1,341;22;17;5;230;125;105;252;142;110;354;181;173;216;138;78;2,016;1,133;883;242;145;97;2,258;1,278;980
------;Straftaten insgesamt;5378;Rheinisch-Bergischer Kreis;K;voll.;3,371;1,925;1,446;48;30;18;225;110;115;273;140;133;383;233;150;227;144;83;2,197;1,245;952;291;163;128;2,488;1,408;1,080
------;Straftaten insgesamt;5382;Rhein-Sieg-Kreis;K;voll.;7,177;3,951;3,226;82;48;34;580;281;299;662;329;333;606;330;276;480;263;217;4,793;2,679;2,114;636;350;286;5,429;3,029;2,400
------;Straftaten insgesamt;5512;Bottrop;KfS;voll.;1,548;846;702;11;3;8;161;99;62;172;102;70;165;93;72;99;45;54;980;533;447;132;73;59;1,112;606;506
------;Straftaten insgesamt;5513;Gelsenkirchen;KfS;voll.;6,101;3,367;2,734;68;32;36;607;376;231;675;408;267;630;352;278;404;192;212;4,070;2,228;1,842;322;187;135;4,392;2,415;1,977
------;Straftaten insgesamt;5515;Münster;KfS;voll.;5,664;3,492;2,172;43;21;22;300;173;127;343;194;149;405;229;176;442;263;179;4,076;2,573;1,503;398;233;165;4,474;2,806;1,668
------;Straftaten insgesamt;5554;Borken;K;voll.;5,193;2,882;2,311;60;26;34;386;187;199;446;213;233;516;278;238;407;247;160;3,464;1,951;1,513;360;193;167;3,824;2,144;1,680
------;Straftaten insgesamt;5558;Coesfeld;K;voll.;2,438;1,377;1,061;15;7;8;227;140;87;242;147;95;241;145;96;206;117;89;1,525;834;691;224;134;90;1,749;968;781
------;Straftaten insgesamt;5562;Recklinghausen;K;voll.;9,427;5,135;4,292;81;37;44;803;469;334;884;506;378;887;489;398;630;338;292;6,270;3,365;2,905;756;437;319;7,026;3,802;3,224
------;Straftaten insgesamt;5566;Steinfurt;K;voll.;5,047;2,817;2,230;68;44;24;386;210;176;454;254;200;516;288;228;405;233;172;3,339;1,837;1,502;333;205;128;3,672;2,042;1,630
------;Straftaten insgesamt;5570;Warendorf;K;voll.;3,077;1,645;1,432;23;11;12;278;142;136;301;153;148;307;157;150;235;120;115;2,036;1,120;916;198;95;103;2,234;1,215;1,019
------;Straftaten insgesamt;5711;Bielefeld;KfS;voll.;4,959;2,769;2,190;38;17;21;247;131;116;285;148;137;445;232;213;414;226;188;3,486;1,987;1,499;329;176;153;3,815;2,163;1,652
------;Straftaten insgesamt;5754;Gütersloh;K;voll.;3,922;2,216;1,706;30;15;15;271;141;130;301;156;145;319;174;145;258;151;107;2,780;1,576;1,204;264;159;105;3,044;1,735;1,309
------;Straftaten insgesamt;5758;Herford;K;voll.;2,544;1,422;1,122;26;15;11;198;102;96;224;117;107;312;181;131;183;118;65;1,647;898;749;178;108;70;1,825;1,006;819
------;Straftaten insgesamt;5762;Höxter;K;voll.;1,673;991;682;18;10;8;152;63;89;170;73;97;172;84;88;149;107;42;1,073;667;406;109;60;49;1,182;727;455
------;Straftaten insgesamt;5766;Lippe;K;voll.;3,600;1,941;1,659;47;23;24;363;185;178;410;208;202;345;188;157;240;138;102;2,307;1,241;1,066;298;166;132;2,605;1,407;1,198
------;Straftaten insgesamt;5770;Minden-Lübbecke;K;voll.;3,563;1,959;1,604;33;23;10;275;145;130;308;168;140;368;196;172;256;137;119;2,397;1,329;1,068;234;129;105;2,631;1,458;1,173
------;Straftaten insgesamt;5774;Paderborn;K;voll.;4,007;2,424;1,583;39;17;22;239;118;121;278;135;143;300;164;136;324;194;130;2,826;1,752;1,074;279;179;100;3,105;1,931;1,174
------;Straftaten insgesamt;5911;Bochum;KfS;voll.;6,365;3,725;2,640;44;25;19;423;232;191;467;257;210;584;372;212;427;226;201;4,449;2,626;1,823;438;244;194;4,887;2,870;2,017
------;Straftaten insgesamt;5913;Dortmund;KfS;voll.;13,385;7,928;5,457;105;54;51;826;466;360;931;520;411;1,135;614;521;987;549;438;9,548;5,802;3,746;784;443;341;10,332;6,245;4,087
------;Straftaten insgesamt;5914;Hagen;KfS;voll.;3,920;2,246;1,674;33;20;13;326;173;153;359;193;166;353;203;150;259;147;112;2,737;1,558;1,179;212;145;67;2,949;1,703;1,246
------;Straftaten insgesamt;5915;Hamm;KfS;voll.;3,410;2,009;1,401;25;10;15;226;144;82;251;154;97;352;206;146;241;124;117;2,372;1,404;968;194;121;73;2,566;1,525;1,041
------;Straftaten insgesamt;5916;Herne;KfS;voll.;3,121;1,712;1,409;22;12;10;275;124;151;297;136;161;300;169;131;218;118;100;2,115;1,185;930;191;104;87;2,306;1,289;1,017
------;Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;K;voll.;4,250;2,246;2,004;46;26;20;373;213;160;419;239;180;388;181;207;259;137;122;2,830;1,493;1,337;354;196;158;3,184;1,689;1,495
------;Straftaten insgesamt;5958;Hochsauerlandkreis;K;voll.;2,852;1,640;1,212;36;17;19;245;126;119;281;143;138;340;190;150;207;126;81;1,812;1,048;764;212;133;79;2,024;1,181;843
------;Straftaten insgesamt;5962;Märkischer Kreis;K;voll.;5,893;3,266;2,627;37;21;16;475;256;219;512;277;235;523;288;235;428;251;177;3,992;2,198;1,794;438;252;186;4,430;2,450;1,980
------;Straftaten insgesamt;5966;Olpe;K;voll.;1,471;859;612;11;7;4;133;64;69;144;71;73;149;74;75;129;89;40;943;566;377;106;59;47;1,049;625;424
------;Straftaten insgesamt;5970;Siegen-Wittgenstein;K;voll.;3,609;2,077;1,532;20;13;7;275;136;139;295;149;146;289;159;130;272;155;117;2,495;1,462;1,033;258;152;106;2,753;1,614;1,139
------;Straftaten insgesamt;5974;Soest;K;voll.;4,699;2,818;1,881;47;25;22;350;142;208;397;167;230;385;209;176;352;204;148;3,268;2,065;1,203;297;173;124;3,565;2,238;1,327
------;Straftaten insgesamt;5978;Unna;K;voll.;5,273;2,945;2,328;63;32;31;398;209;189;461;241;220;564;332;232;348;199;149;3,476;1,959;1,517;424;214;210;3,900;2,173;1,727
------;Straftaten insgesamt;6411;Darmstadt;KfS;voll.;2,289;1,347;942;13;6;7;137;77;60;150;83;67;191;107;84;141;68;73;1,689;1,025;664;118;64;54;1,807;1,089;718
------;Straftaten insgesamt;6412;Frankfurt am Main;KfS;voll.;15,810;10,163;5,647;117;69;48;584;342;242;701;411;290;775;451;324;1,004;587;417;12,384;8,115;4,269;946;599;347;13,330;8,714;4,616
------;Straftaten insgesamt;6413;Offenbach am Main;KfS;voll.;1,514;828;686;15;7;8;89;48;41;104;55;49;103;55;48;66;34;32;1,108;599;509;133;85;48;1,241;684;557
------;Straftaten insgesamt;6414;Wiesbaden;KfS;voll.;4,693;2,630;2,063;45;28;17;309;172;137;354;200;154;419;248;171;294;155;139;3,302;1,834;1,468;324;193;131;3,626;2,027;1,599
------;Straftaten insgesamt;6431;Bergstraße;LK;voll.;1,799;889;910;16;9;7;151;59;92;167;68;99;160;89;71;102;58;44;1,216;592;624;154;82;72;1,370;674;696
------;Straftaten insgesamt;6432;Darmstadt-Dieburg;LK;voll.;1,898;1,020;878;21;13;8;132;62;70;153;75;78;158;81;77;111;64;47;1,308;699;609;168;101;67;1,476;800;676
------;Straftaten insgesamt;6433;Groß-Gerau;LK;voll.;2,676;1,483;1,193;36;16;20;150;81;69;186;97;89;183;108;75;118;64;54;1,969;1,078;891;220;136;84;2,189;1,214;975
------;Straftaten insgesamt;6434;Hochtaunuskreis;LK;voll.;1,814;967;847;17;10;7;118;52;66;135;62;73;160;88;72;120;72;48;1,228;665;563;171;80;91;1,399;745;654
------;Straftaten insgesamt;6435;Main-Kinzig-Kreis;LK;voll.;3,334;1,705;1,629;34;15;19;235;124;111;269;139;130;234;117;117;209;105;104;2,362;1,201;1,161;260;143;117;2,622;1,344;1,278
------;Straftaten insgesamt;6436;Main-Taunus-Kreis;LK;voll.;2,391;1,350;1,041;21;9;12;142;82;60;163;91;72;209;137;72;156;88;68;1,644;904;740;219;130;89;1,863;1,034;829
------;Straftaten insgesamt;6437;Odenwaldkreis;LK;voll.;954;508;446;14;9;5;68;35;33;82;44;38;99;57;42;63;33;30;617;321;296;93;53;40;710;374;336
------;Straftaten insgesamt;6438;Offenbach;LK;voll.;2,688;1,423;1,265;27;15;12;215;113;102;242;128;114;251;139;112;161;87;74;1,832;951;881;202;118;84;2,034;1,069;965
------;Straftaten insgesamt;6439;Rheingau-Taunus-Kreis;LK;voll.;1,456;780;676;11;4;7;105;45;60;116;49;67;147;74;73;80;48;32;972;525;447;141;84;57;1,113;609;504
------;Straftaten insgesamt;6440;Wetteraukreis;LK;voll.;2,536;1,409;1,127;31;15;16;195;103;92;226;118;108;227;132;95;192;110;82;1,659;909;750;232;140;92;1,891;1,049;842
------;Straftaten insgesamt;6531;Gießen;LK;voll.;3,520;1,963;1,557;40;23;17;230;119;111;270;142;128;259;156;103;225;121;104;2,549;1,421;1,128;217;123;94;2,766;1,544;1,222
------;Straftaten insgesamt;6532;Lahn-Dill-Kreis;LK;voll.;2,162;1,188;974;34;14;20;185;100;85;219;114;105;196;109;87;127;60;67;1,460;804;656;160;101;59;1,620;905;715
------;Straftaten insgesamt;6533;Limburg-Weilburg;LK;voll.;1,856;981;875;23;12;11;100;58;42;123;70;53;196;115;81;133;75;58;1,261;636;625;143;85;58;1,404;721;683
------;Straftaten insgesamt;6534;Marburg-Biedenkopf;LK;voll.;2,677;1,532;1,145;24;13;11;168;91;77;192;104;88;295;169;126;210;121;89;1,804;1,033;771;176;105;71;1,980;1,138;842
