1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33
------;Straftaten insgesamt;2000;Hamburg;KfS;voll.;31,109;18,863;12,246;218;132;86;1,423;792;631;1,641;924;717;1,863;1,028;835;2,316;1,364;952;23,440;14,453;8,987;1,849;1,094;755;25,289;15,547;9,742
------;Straftaten insgesamt;3101;Braunschweig;KfS;voll.;3,487;2,098;1,389;26;11;15;217;127;90;243;138;105;280;147;133;286;171;115;2,477;1,530;947;201;112;89;2,678;1,642;1,036
------;Straftaten insgesamt;3102;Salzgitter;KfS;voll.;1,607;930;677;18;7;11;122;78;44;140;85;55;172;110;62;124;73;51;1,103;623;480;68;39;29;1,171;662;509
------;Straftaten insgesamt;3103;Wolfsburg;KfS;voll.;1,480;863;617;25;11;14;94;50;44;119;61;58;110;57;53;107;56;51;1,043;627;416;101;62;39;1,144;689;455
------;Straftaten insgesamt;3151;Gifhorn;LK;voll.;1,405;736;669;37;15;22;126;56;70;163;71;92;110;58;52;95;58;37;931;486;445;106;63;43;1,037;549;488
------;Straftaten insgesamt;3153;Goslar;LK;voll.;1,693;1,024;669;25;14;11;106;58;48;131;72;59;149;79;70;139;89;50;1,140;701;439;134;83;51;1,274;784;490
------;Straftaten insgesamt;3154;Helmstedt;LK;voll.;1,147;623;524;22;12;10;82;35;47;104;47;57;91;42;49;84;43;41;781;435;346;87;56;31;868;491;377
------;Straftaten insgesamt;3155;Northeim;LK;voll.;1,484;818;666;24;12;12;97;43;54;121;55;66;94;47;47;108;51;57;1,033;586;447;128;79;49;1,161;665;496
------;Straftaten insgesamt;3157;Peine;LK;voll.;1,151;579;572;21;9;12;79;37;42;100;46;54;93;41;52;82;40;42;781;404;377;95;48;47;876;452;424
------;Straftaten insgesamt;3158;Wolfenbüttel;LK;voll.;815;482;333;18;10;8;62;35;27;80;45;35;72;36;36;70;39;31;521;314;207;72;48;24;593;362;231
------;Straftaten insgesamt;3159;Göttingen;LK;voll.;3,773;2,198;1,575;47;24;23;187;101;86;234;125;109;269;134;135;334;193;141;2,651;1,581;1,070;285;165;120;2,936;1,746;1,190
------;Straftaten insgesamt;3241;Region Hannover;LK;voll.;17,996;10,975;7,021;251;135;116;950;592;358;1,201;727;474;1,304;748;556;1,405;881;524;13,025;7,995;5,030;1,061;624;437;14,086;8,619;5,467
------;Straftaten insgesamt;3251;Diepholz;LK;voll.;1,763;953;810;45;22;23;148;74;74;193;96;97;153;86;67;141;77;64;1,142;621;521;134;73;61;1,276;694;582
------;Straftaten insgesamt;3252;Hameln-Pyrmont;LK;voll.;1,737;1,051;686;30;17;13;107;47;60;137;64;73;145;90;55;202;142;60;1,127;688;439;126;67;59;1,253;755;498
------;Straftaten insgesamt;3254;Hildesheim;LK;voll.;3,146;1,645;1,501;42;18;24;224;91;133;266;109;157;257;121;136;255;116;139;2,137;1,164;973;231;135;96;2,368;1,299;1,069
------;Straftaten insgesamt;3255;Holzminden;LK;voll.;824;486;338;7;5;2;59;34;25;66;39;27;74;45;29;70;42;28;549;324;225;65;36;29;614;360;254
------;Straftaten insgesamt;3256;Nienburg (Weser);LK;voll.;1,283;721;562;10;4;6;106;48;58;116;52;64;113;70;43;125;70;55;854;484;370;75;45;30;929;529;400
------;Straftaten insgesamt;3257;Schaumburg;LK;voll.;1,595;903;692;17;8;9;93;51;42;110;59;51;106;50;56;144;81;63;1,091;625;466;144;88;56;1,235;713;522
------;Straftaten insgesamt;3351;Celle;LK;voll.;3,010;1,718;1,292;31;10;21;148;65;83;179;75;104;227;120;107;243;156;87;2,086;1,209;877;275;158;117;2,361;1,367;994
------;Straftaten insgesamt;3352;Cuxhaven;LK;voll.;1,912;1,040;872;29;16;13;133;75;58;162;91;71;156;81;75;173;106;67;1,237;660;577;184;102;82;1,421;762;659
------;Straftaten insgesamt;3353;Harburg;LK;voll.;2,512;1,468;1,044;51;22;29;139;70;69;190;92;98;186;104;82;149;91;58;1,778;1,060;718;209;121;88;1,987;1,181;806
------;Straftaten insgesamt;3354;Lüchow-Dannenberg;LK;voll.;570;308;262;6;2;4;26;12;14;32;14;18;34;15;19;35;21;14;377;211;166;92;47;45;469;258;211
------;Straftaten insgesamt;3355;Lüneburg;LK;voll.;2,222;1,227;995;33;18;15;119;61;58;152;79;73;203;125;78;207;123;84;1,517;824;693;143;76;67;1,660;900;760
------;Straftaten insgesamt;3356;Osterholz;LK;voll.;808;466;342;12;1;11;74;42;32;86;43;43;69;45;24;71;49;22;510;287;223;72;42;30;582;329;253
------;Straftaten insgesamt;3357;Rotenburg (Wümme);LK;voll.;1,984;1,118;866;28;14;14;232;63;169;260;77;183;177;118;59;211;136;75;1,195;695;500;141;92;49;1,336;787;549
------;Straftaten insgesamt;3358;Heidekreis;LK;voll.;1,988;1,176;812;30;16;14;137;82;55;167;98;69;154;73;81;162;102;60;1,380;824;556;125;79;46;1,505;903;602
------;Straftaten insgesamt;3359;Stade;LK;voll.;2,108;1,225;883;31;19;12;117;55;62;148;74;74;238;140;98;249;166;83;1,333;753;580;140;92;48;1,473;845;628
------;Straftaten insgesamt;3360;Uelzen;LK;voll.;988;583;405;12;4;8;55;25;30;67;29;38;63;33;30;98;77;21;698;406;292;62;38;24;760;444;316
------;Straftaten insgesamt;3361;Verden;LK;voll.;1,296;737;559;11;7;4;104;54;50;115;61;54;131;70;61;81;47;34;871;502;369;98;57;41;969;559;410
------;Straftaten insgesamt;3401;Delmenhorst;KfS;voll.;936;484;452;14;5;9;65;33;32;79;38;41;87;38;49;85;34;51;638;346;292;47;28;19;685;374;311
------;Straftaten insgesamt;3402;Emden;KfS;voll.;654;375;279;14;11;3;32;18;14;46;29;17;40;17;23;45;24;21;475;282;193;48;23;25;523;305;218
------;Straftaten insgesamt;3403;Oldenburg (Oldenburg);KfS;voll.;2,171;1,241;930;22;10;12;111;48;63;133;58;75;162;81;81;205;116;89;1,545;917;628;126;69;57;1,671;986;685
------;Straftaten insgesamt;3404;Osnabrück;KfS;voll.;2,786;1,619;1,167;27;13;14;120;57;63;147;70;77;228;110;118;212;115;97;2,025;1,242;783;174;82;92;2,199;1,324;875
------;Straftaten insgesamt;3405;Wilhelmshaven;KfS;voll.;1,647;964;683;16;7;9;110;59;51;126;66;60;137;79;58;127;77;50;1,136;665;471;121;77;44;1,257;742;515
------;Straftaten insgesamt;3451;Ammerland;LK;voll.;856;496;360;8;4;4;49;25;24;57;29;28;81;45;36;85;56;29;577;330;247;56;36;20;633;366;267
------;Straftaten insgesamt;3452;Aurich;LK;voll.;2,110;1,158;952;29;19;10;178;92;86;207;111;96;213;99;114;197;119;78;1,341;754;587;152;75;77;1,493;829;664
------;Straftaten insgesamt;3453;Cloppenburg;LK;voll.;1,373;756;617;19;7;12;97;41;56;116;48;68;158;81;77;141;91;50;897;505;392;61;31;30;958;536;422
------;Straftaten insgesamt;3454;Emsland;LK;voll.;3,348;1,915;1,433;64;38;26;193;78;115;257;116;141;277;158;119;300;178;122;2,334;1,368;966;180;95;85;2,514;1,463;1,051
------;Straftaten insgesamt;3455;Friesland;LK;voll.;942;530;412;12;4;8;76;34;42;88;38;50;93;55;38;81;52;29;598;341;257;82;44;38;680;385;295
------;Straftaten insgesamt;3456;Grafschaft Bentheim;LK;voll.;1,208;713;495;11;6;5;71;46;25;82;52;30;131;73;58;145;92;53;786;456;330;64;40;24;850;496;354
------;Straftaten insgesamt;3457;Leer;LK;voll.;1,762;987;775;58;35;23;127;67;60;185;102;83;120;65;55;138;69;69;1,213;681;532;106;70;36;1,319;751;568
------;Straftaten insgesamt;3458;Oldenburg;LK;voll.;970;538;432;10;5;5;52;24;28;62;29;33;80;47;33;89;57;32;639;359;280;100;46;54;739;405;334
------;Straftaten insgesamt;3459;Osnabrück;LK;voll.;2,627;1,428;1,199;44;23;21;186;93;93;230;116;114;245;126;119;200;119;81;1,775;965;810;177;102;75;1,952;1,067;885
------;Straftaten insgesamt;3460;Vechta;LK;voll.;1,235;696;539;17;8;9;83;43;40;100;51;49;102;57;45;117;60;57;859;493;366;57;35;22;916;528;388
------;Straftaten insgesamt;3461;Wesermarsch;LK;voll.;990;539;451;14;3;11;66;39;27;80;42;38;99;60;39;100;55;45;646;341;305;65;41;24;711;382;329
------;Straftaten insgesamt;3462;Wittmund;LK;voll.;623;318;305;10;9;1;67;29;38;77;38;39;72;34;38;72;39;33;355;182;173;47;25;22;402;207;195
------;Straftaten insgesamt;4011;Bremen;KfS;voll.;10,123;6,014;4,109;77;41;36;419;217;202;496;258;238;696;380;316;744;457;287;7,539;4,571;2,968;648;348;300;8,187;4,919;3,268
------;Straftaten insgesamt;4012;Bremerhaven;KfS;voll.;2,470;1,473;997;35;20;15;113;59;54;148;79;69;199;104;95;203;99;104;1,788;1,115;673;132;76;56;1,920;1,191;729
------;Straftaten insgesamt;5111;Düsseldorf;KfS;voll.;10,427;6,426;4,001;82;41;41;360;199;161;442;240;202;775;453;322;975;630;345;7,575;4,727;2,848;660;376;284;8,235;5,103;3,132
------;Straftaten insgesamt;5112;Duisburg;KfS;voll.;7,503;3,961;3,542;81;40;41;529;276;253;610;316;294;590;308;282;512;258;254;5,305;2,811;2,494;486;268;218;5,791;3,079;2,712
------;Straftaten insgesamt;5113;Essen;KfS;voll.;7,747;4,213;3,534;93;42;51;456;243;213;549;285;264;611;318;293;492;245;247;5,652;3,119;2,533;443;246;197;6,095;3,365;2,730
------;Straftaten insgesamt;5114;Krefeld;KfS;voll.;3,801;2,114;1,687;31;18;13;207;131;76;238;149;89;283;152;131;286;154;132;2,752;1,516;1,236;242;143;99;2,994;1,659;1,335
------;Straftaten insgesamt;5116;Mönchengladbach;KfS;voll.;3,722;1,993;1,729;35;21;14;162;76;86;197;97;100;250;135;115;316;161;155;2,735;1,470;1,265;224;130;94;2,959;1,600;1,359
------;Straftaten insgesamt;5117;Mülheim an der Ruhr;KfS;voll.;1,641;876;765;16;8;8;95;56;39;111;64;47;144;91;53;113;51;62;1,143;597;546;130;73;57;1,273;670;603
------;Straftaten insgesamt;5119;Oberhausen;KfS;voll.;2,635;1,372;1,263;28;10;18;162;91;71;190;101;89;225;116;109;220;124;96;1,828;943;885;172;88;84;2,000;1,031;969
------;Straftaten insgesamt;5120;Remscheid;KfS;voll.;1,467;804;663;19;10;9;88;50;38;107;60;47;121;68;53;130;77;53;1,020;546;474;89;53;36;1,109;599;510
------;Straftaten insgesamt;5122;Solingen;KfS;voll.;1,934;1,004;930;25;5;20;125;79;46;150;84;66;169;97;72;166;81;85;1,302;656;646;147;86;61;1,449;742;707
------;Straftaten insgesamt;5124;Wuppertal;KfS;voll.;5,973;3,355;2,618;45;32;13;335;186;149;380;218;162;511;302;209;508;286;222;4,201;2,329;1,872;373;220;153;4,574;2,549;2,025
------;Straftaten insgesamt;5154;Kleve;K;voll.;2,693;1,452;1,241;39;13;26;126;58;68;165;71;94;214;107;107;205;104;101;1,933;1,070;863;176;100;76;2,109;1,170;939
------;Straftaten insgesamt;5158;Mettmann;K;voll.;5,607;3,033;2,574;38;24;14;371;207;164;409;231;178;430;248;182;389;213;176;3,953;2,100;1,853;426;241;185;4,379;2,341;2,038
------;Straftaten insgesamt;5162;Rhein-Kreis Neuss;K;voll.;4,441;2,414;2,027;57;26;31;250;126;124;307;152;155;360;207;153;358;194;164;3,093;1,681;1,412;323;180;143;3,416;1,861;1,555
------;Straftaten insgesamt;5166;Viersen;K;voll.;3,107;1,675;1,432;48;19;29;203;109;94;251;128;123;278;141;137;246;150;96;2,078;1,117;961;254;139;115;2,332;1,256;1,076
------;Straftaten insgesamt;5170;Wesel;K;voll.;4,762;2,582;2,180;113;54;59;333;168;165;446;222;224;423;231;192;392;193;199;3,136;1,723;1,413;365;213;152;3,501;1,936;1,565
------;Straftaten insgesamt;5314;Bonn;KfS;voll.;5,066;3,009;2,057;36;20;16;214;106;108;250;126;124;353;199;154;424;241;183;3,687;2,218;1,469;352;225;127;4,039;2,443;1,596
------;Straftaten insgesamt;5315;Köln;KfS;voll.;20,896;12,172;8,724;137;73;64;780;429;351;917;502;415;1,227;671;556;1,551;875;676;15,899;9,346;6,553;1,302;778;524;17,201;10,124;7,077
------;Straftaten insgesamt;5316;Leverkusen;KfS;voll.;2,351;1,283;1,068;19;7;12;100;51;49;119;58;61;181;86;95;183;106;77;1,723;945;778;145;88;57;1,868;1,033;835
------;Straftaten insgesamt;5334;Aachen;K;voll.;7,782;4,291;3,491;76;41;35;358;179;179;434;220;214;517;238;279;616;356;260;5,650;3,142;2,508;565;335;230;6,215;3,477;2,738
------;Straftaten insgesamt;5358;Düren;K;voll.;2,987;1,669;1,318;38;19;19;189;92;97;227;111;116;253;126;127;224;125;99;2,068;1,178;890;215;129;86;2,283;1,307;976
------;Straftaten insgesamt;5362;Rhein-Erft-Kreis;K;voll.;5,512;2,969;2,543;61;29;32;339;154;185;400;183;217;473;262;211;431;233;198;3,787;2,055;1,732;421;236;185;4,208;2,291;1,917
------;Straftaten insgesamt;5366;Euskirchen;K;voll.;2,033;1,140;893;21;12;9;118;54;64;139;66;73;151;75;76;178;110;68;1,399;784;615;166;105;61;1,565;889;676
------;Straftaten insgesamt;5370;Heinsberg;K;voll.;2,650;1,467;1,183;27;14;13;183;97;86;210;111;99;229;124;105;211;124;87;1,835;1,003;832;165;105;60;2,000;1,108;892
------;Straftaten insgesamt;5374;Oberbergischer Kreis;K;voll.;2,691;1,505;1,186;34;19;15;159;81;78;193;100;93;264;144;120;234;156;78;1,823;1,014;809;177;91;86;2,000;1,105;895
------;Straftaten insgesamt;5378;Rheinisch-Bergischer Kreis;K;voll.;2,659;1,471;1,188;32;12;20;125;67;58;157;79;78;219;108;111;191;124;67;1,859;1,023;836;233;137;96;2,092;1,160;932
------;Straftaten insgesamt;5382;Rhein-Sieg-Kreis;K;voll.;5,068;2,832;2,236;34;20;14;254;135;119;288;155;133;431;238;193;399;232;167;3,526;1,985;1,541;424;222;202;3,950;2,207;1,743
------;Straftaten insgesamt;5512;Bottrop;KfS;voll.;1,259;680;579;12;8;4;69;27;42;81;35;46;104;51;53;103;59;44;883;483;400;88;52;36;971;535;436
------;Straftaten insgesamt;5513;Gelsenkirchen;KfS;voll.;4,402;2,435;1,967;43;15;28;274;161;113;317;176;141;360;182;178;344;196;148;3,106;1,730;1,376;275;151;124;3,381;1,881;1,500
------;Straftaten insgesamt;5515;Münster;KfS;voll.;4,215;2,469;1,746;34;22;12;245;177;68;279;199;80;291;166;125;403;219;184;2,981;1,736;1,245;261;149;112;3,242;1,885;1,357
------;Straftaten insgesamt;5554;Borken;K;voll.;3,806;2,135;1,671;51;21;30;237;130;107;288;151;137;291;171;120;345;198;147;2,643;1,489;1,154;239;126;113;2,882;1,615;1,267
------;Straftaten insgesamt;5558;Coesfeld;K;voll.;1,878;1,051;827;23;10;13;108;53;55;131;63;68;167;106;61;168;108;60;1,264;683;581;148;91;57;1,412;774;638
------;Straftaten insgesamt;5562;Recklinghausen;K;voll.;8,126;4,366;3,760;57;28;29;508;280;228;565;308;257;625;336;289;610;320;290;5,729;3,071;2,658;597;331;266;6,326;3,402;2,924
------;Straftaten insgesamt;5566;Steinfurt;K;voll.;4,470;2,526;1,944;51;33;18;245;129;116;296;162;134;322;186;136;359;208;151;3,195;1,797;1,398;298;173;125;3,493;1,970;1,523
------;Straftaten insgesamt;5570;Warendorf;K;voll.;2,350;1,270;1,080;32;14;18;160;84;76;192;98;94;202;100;102;205;107;98;1,597;878;719;154;87;67;1,751;965;786
------;Straftaten insgesamt;5711;Bielefeld;KfS;voll.;3,887;2,156;1,731;37;22;15;182;98;84;219;120;99;266;131;135;343;186;157;2,811;1,580;1,231;248;139;109;3,059;1,719;1,340
------;Straftaten insgesamt;5754;Gütersloh;K;voll.;3,531;1,985;1,546;36;18;18;161;71;90;197;89;108;285;150;135;276;174;102;2,547;1,435;1,112;226;137;89;2,773;1,572;1,201
------;Straftaten insgesamt;5758;Herford;K;voll.;2,043;1,117;926;35;18;17;143;73;70;178;91;87;170;90;80;165;106;59;1,366;740;626;164;90;74;1,530;830;700
------;Straftaten insgesamt;5762;Höxter;K;voll.;1,485;893;592;28;17;11;123;70;53;151;87;64;115;62;53;142;78;64;966;590;376;111;76;35;1,077;666;411
------;Straftaten insgesamt;5766;Lippe;K;voll.;2,734;1,422;1,312;64;31;33;273;120;153;337;151;186;243;113;130;191;95;96;1,728;936;792;235;127;108;1,963;1,063;900
------;Straftaten insgesamt;5770;Minden-Lübbecke;K;voll.;2,526;1,307;1,219;29;16;13;140;77;63;169;93;76;222;113;109;218;113;105;1,733;890;843;184;98;86;1,917;988;929
------;Straftaten insgesamt;5774;Paderborn;K;voll.;3,164;1,854;1,310;40;23;17;173;83;90;213;106;107;282;175;107;260;156;104;2,207;1,291;916;202;126;76;2,409;1,417;992
------;Straftaten insgesamt;5911;Bochum;KfS;voll.;5,494;3,058;2,436;60;30;30;275;145;130;335;175;160;427;258;169;459;219;240;3,921;2,216;1,705;352;190;162;4,273;2,406;1,867
------;Straftaten insgesamt;5913;Dortmund;KfS;voll.;10,431;6,264;4,167;74;33;41;499;283;216;573;316;257;759;448;311;816;468;348;7,709;4,686;3,023;574;346;228;8,283;5,032;3,251
------;Straftaten insgesamt;5914;Hagen;KfS;voll.;2,871;1,676;1,195;32;16;16;186;116;70;218;132;86;225;128;97;209;110;99;2,061;1,197;864;158;109;49;2,219;1,306;913
------;Straftaten insgesamt;5915;Hamm;KfS;voll.;2,665;1,439;1,226;36;16;20;177;106;71;213;122;91;262;125;137;181;91;90;1,872;1,022;850;137;79;58;2,009;1,101;908
------;Straftaten insgesamt;5916;Herne;KfS;voll.;2,384;1,235;1,149;19;10;9;147;84;63;166;94;72;209;105;104;233;111;122;1,623;841;782;153;84;69;1,776;925;851
------;Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;K;voll.;3,716;2,001;1,715;26;19;7;235;137;98;261;156;105;324;184;140;286;149;137;2,571;1,368;1,203;274;144;130;2,845;1,512;1,333
------;Straftaten insgesamt;5958;Hochsauerlandkreis;K;voll.;2,540;1,453;1,087;32;22;10;159;75;84;191;97;94;240;154;86;229;141;88;1,689;949;740;191;112;79;1,880;1,061;819
------;Straftaten insgesamt;5962;Märkischer Kreis;K;voll.;4,764;2,572;2,192;51;34;17;305;139;166;356;173;183;407;196;211;427;246;181;3,285;1,796;1,489;289;161;128;3,574;1,957;1,617
------;Straftaten insgesamt;5966;Olpe;K;voll.;1,163;685;478;13;5;8;42;25;17;55;30;25;107;62;45;102;60;42;817;487;330;82;46;36;899;533;366
------;Straftaten insgesamt;5970;Siegen-Wittgenstein;K;voll.;2,947;1,687;1,260;21;12;9;159;96;63;180;108;72;218;113;105;268;161;107;2,114;1,208;906;167;97;70;2,281;1,305;976
------;Straftaten insgesamt;5974;Soest;K;voll.;3,082;1,712;1,370;37;21;16;161;86;75;198;107;91;288;139;149;262;141;121;2,139;1,220;919;195;105;90;2,334;1,325;1,009
------;Straftaten insgesamt;5978;Unna;K;voll.;4,154;2,260;1,894;39;23;16;276;149;127;315;172;143;357;199;158;337;210;127;2,839;1,519;1,320;306;160;146;3,145;1,679;1,466
------;Straftaten insgesamt;6411;Darmstadt;KfS;voll.;1,565;888;677;11;7;4;67;34;33;78;41;37;121;59;62;128;73;55;1,149;671;478;89;44;45;1,238;715;523
------;Straftaten insgesamt;6412;Frankfurt am Main;KfS;voll.;12,321;7,910;4,411;96;53;43;316;198;118;412;251;161;516;301;215;837;476;361;9,857;6,466;3,391;699;416;283;10,556;6,882;3,674
------;Straftaten insgesamt;6413;Offenbach am Main;KfS;voll.;1,343;681;662;11;5;6;77;36;41;88;41;47;100;46;54;85;39;46;994;515;479;76;40;36;1,070;555;515
------;Straftaten insgesamt;6414;Wiesbaden;KfS;voll.;4,091;2,244;1,847;44;22;22;186;88;98;230;110;120;279;151;128;385;244;141;2,929;1,589;1,340;268;150;118;3,197;1,739;1,458
------;Straftaten insgesamt;6431;Bergstraße;LK;voll.;1,394;764;630;15;9;6;58;30;28;73;39;34;83;48;35;95;57;38;1,010;533;477;133;87;46;1,143;620;523
------;Straftaten insgesamt;6432;Darmstadt-Dieburg;LK;voll.;1,668;900;768;20;8;12;79;47;32;99;55;44;133;84;49;108;60;48;1,194;625;569;134;76;58;1,328;701;627
------;Straftaten insgesamt;6433;Groß-Gerau;LK;voll.;2,093;1,113;980;25;17;8;108;50;58;133;67;66;155;100;55;143;65;78;1,462;784;678;200;97;103;1,662;881;781
------;Straftaten insgesamt;6434;Hochtaunuskreis;LK;voll.;1,772;925;847;12;7;5;96;48;48;108;55;53;161;94;67;140;88;52;1,179;593;586;184;95;89;1,363;688;675
------;Straftaten insgesamt;6435;Main-Kinzig-Kreis;LK;voll.;2,908;1,534;1,374;30;19;11;204;106;98;234;125;109;194;106;88;197;98;99;2,043;1,071;972;240;134;106;2,283;1,205;1,078
------;Straftaten insgesamt;6436;Main-Taunus-Kreis;LK;voll.;1,951;1,098;853;14;8;6;128;77;51;142;85;57;151;89;62;150;86;64;1,343;754;589;165;84;81;1,508;838;670
------;Straftaten insgesamt;6437;Odenwaldkreis;LK;voll.;704;376;328;16;8;8;46;28;18;62;36;26;37;20;17;56;30;26;479;251;228;70;39;31;549;290;259
------;Straftaten insgesamt;6438;Offenbach;LK;voll.;2,196;1,163;1,033;40;16;24;108;54;54;148;70;78;192;110;82;163;107;56;1,525;774;751;168;102;66;1,693;876;817
------;Straftaten insgesamt;6439;Rheingau-Taunus-Kreis;LK;voll.;1,065;557;508;16;9;7;97;41;56;113;50;63;87;42;45;76;45;31;694;365;329;95;55;40;789;420;369
------;Straftaten insgesamt;6440;Wetteraukreis;LK;voll.;1,983;1,047;936;13;4;9;116;43;73;129;47;82;163;83;80;149;88;61;1,348;724;624;194;105;89;1,542;829;713
------;Straftaten insgesamt;6531;Gießen;LK;voll.;2,721;1,572;1,149;59;33;26;138;63;75;197;96;101;179;101;78;185;98;87;2,019;1,196;823;141;81;60;2,160;1,277;883
------;Straftaten insgesamt;6532;Lahn-Dill-Kreis;LK;voll.;1,658;852;806;18;3;15;107;60;47;125;63;62;117;60;57;112;60;52;1,182;606;576;122;63;59;1,304;669;635
------;Straftaten insgesamt;6533;Limburg-Weilburg;LK;voll.;1,274;693;581;15;8;7;63;37;26;78;45;33;106;56;50;98;57;41;908;489;419;84;46;38;992;535;457
------;Straftaten insgesamt;6534;Marburg-Biedenkopf;LK;voll.;1,838;1,041;797;18;9;9;106;49;57;124;58;66;152;93;59;178;101;77;1,253;714;539;131;75;56;1,384;789;595
------;Straftaten insgesamt;6535;Vogelsbergkreis;LK;voll.;946;492;454;7;3;4;66;26;40;73;29;44;75;23;52;77;39;38;618;345;273;103;56;47;721;401;320
------;Straftaten insgesamt;6611;Kassel;KfS;voll.;3,160;1,836;1,324;41;24;17;134;65;69;175;89;86;228;124;104;257;152;105;2,326;1,358;968;174;113;61;2,500;1,471;1,029
------;Straftaten insgesamt;6631;Fulda;LK;voll.;1,526;902;624;14;4;10;62;28;34;76;32;44;119;64;55;131;76;55;1,092;662;430;108;68;40;1,200;730;470
------;Straftaten insgesamt;6632;Hersfeld-Rotenburg;LK;voll.;1,025;566;459;11;4;7;50;23;27;61;27;34;68;33;35;67;43;24;740;400;340;89;63;26;829;463;366
