1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33
------;Straftaten insgesamt;2000;Hamburg;KfS;voll.;29,795;17,969;11,826;194;126;68;1,657;963;694;1,851;1,089;762;1,966;1,046;920;2,063;1,145;918;22,158;13,664;8,494;1,757;1,025;732;23,915;14,689;9,226
------;Straftaten insgesamt;3101;Braunschweig;KfS;voll.;3,476;2,023;1,453;45;19;26;178;91;87;223;110;113;268;130;138;315;163;152;2,465;1,481;984;205;139;66;2,670;1,620;1,050
------;Straftaten insgesamt;3102;Salzgitter;KfS;voll.;1,426;797;629;24;13;11;125;75;50;149;88;61;120;72;48;117;51;66;969;536;433;71;50;21;1,040;586;454
------;Straftaten insgesamt;3103;Wolfsburg;KfS;voll.;1,468;824;644;31;14;17;92;47;45;123;61;62;91;50;41;97;43;54;1,068;628;440;89;42;47;1,157;670;487
------;Straftaten insgesamt;3151;Gifhorn;LK;voll.;1,272;699;573;18;14;4;89;49;40;107;63;44;103;61;42;94;50;44;851;456;395;117;69;48;968;525;443
------;Straftaten insgesamt;3153;Goslar;LK;voll.;1,601;865;736;33;19;14;127;64;63;160;83;77;124;71;53;138;87;51;1,049;557;492;130;67;63;1,179;624;555
------;Straftaten insgesamt;3154;Helmstedt;LK;voll.;1,216;685;531;25;12;13;107;41;66;132;53;79;81;40;41;81;42;39;828;499;329;94;51;43;922;550;372
------;Straftaten insgesamt;3155;Northeim;LK;voll.;1,625;906;719;28;16;12;101;49;52;129;65;64;130;65;65;104;64;40;1,140;638;502;122;74;48;1,262;712;550
------;Straftaten insgesamt;3157;Peine;LK;voll.;1,168;678;490;15;9;6;112;57;55;127;66;61;110;79;31;80;51;29;771;439;332;80;43;37;851;482;369
------;Straftaten insgesamt;3158;Wolfenbüttel;LK;voll.;802;426;376;15;8;7;69;32;37;84;40;44;90;41;49;58;29;29;501;281;220;69;35;34;570;316;254
------;Straftaten insgesamt;3159;Göttingen;LK;voll.;4,232;2,414;1,818;47;30;17;253;137;116;300;167;133;277;126;151;342;178;164;2,998;1,760;1,238;315;183;132;3,313;1,943;1,370
------;Straftaten insgesamt;3241;Region Hannover;LK;voll.;17,713;10,549;7,164;218;119;99;970;536;434;1,188;655;533;1,289;715;574;1,245;710;535;12,947;7,870;5,077;1,044;599;445;13,991;8,469;5,522
------;Straftaten insgesamt;3251;Diepholz;LK;voll.;2,091;1,094;997;35;20;15;163;88;75;198;108;90;217;121;96;146;87;59;1,339;682;657;191;96;95;1,530;778;752
------;Straftaten insgesamt;3252;Hameln-Pyrmont;LK;voll.;1,782;1,012;770;20;8;12;97;36;61;117;44;73;148;84;64;177;118;59;1,204;693;511;136;73;63;1,340;766;574
------;Straftaten insgesamt;3254;Hildesheim;LK;voll.;3,147;1,685;1,462;41;23;18;206;95;111;247;118;129;280;123;157;238;124;114;2,140;1,177;963;242;143;99;2,382;1,320;1,062
------;Straftaten insgesamt;3255;Holzminden;LK;voll.;858;465;393;14;6;8;69;40;29;83;46;37;73;41;32;71;33;38;552;300;252;79;45;34;631;345;286
------;Straftaten insgesamt;3256;Nienburg (Weser);LK;voll.;1,192;648;544;22;9;13;85;39;46;107;48;59;95;50;45;111;61;50;780;435;345;99;54;45;879;489;390
------;Straftaten insgesamt;3257;Schaumburg;LK;voll.;1,500;805;695;24;9;15;91;46;45;115;55;60;121;62;59;104;63;41;1,034;543;491;126;82;44;1,160;625;535
------;Straftaten insgesamt;3351;Celle;LK;voll.;2,468;1,373;1,095;35;22;13;189;82;107;224;104;120;208;97;111;228;141;87;1,655;940;715;153;91;62;1,808;1,031;777
------;Straftaten insgesamt;3352;Cuxhaven;LK;voll.;1,934;1,048;886;28;11;17;132;67;65;160;78;82;150;87;63;140;84;56;1,293;689;604;191;110;81;1,484;799;685
------;Straftaten insgesamt;3353;Harburg;LK;voll.;3,290;2,311;979;47;21;26;151;71;80;198;92;106;194;100;94;122;78;44;2,343;1,692;651;433;349;84;2,776;2,041;735
------;Straftaten insgesamt;3354;Lüchow-Dannenberg;LK;voll.;610;322;288;7;2;5;26;11;15;33;13;20;51;21;30;51;31;20;415;222;193;60;35;25;475;257;218
------;Straftaten insgesamt;3355;Lüneburg;LK;voll.;2,432;1,374;1,058;23;14;9;159;70;89;182;84;98;205;103;102;232;140;92;1,622;933;689;191;114;77;1,813;1,047;766
------;Straftaten insgesamt;3356;Osterholz;LK;voll.;820;461;359;8;4;4;58;28;30;66;32;34;55;25;30;69;37;32;544;309;235;86;58;28;630;367;263
------;Straftaten insgesamt;3357;Rotenburg (Wümme);LK;voll.;1,837;1,031;806;52;33;19;125;68;57;177;101;76;157;92;65;174;107;67;1,186;651;535;143;80;63;1,329;731;598
------;Straftaten insgesamt;3358;Heidekreis;LK;voll.;1,964;1,108;856;43;27;16;146;66;80;189;93;96;138;71;67;144;82;62;1,329;772;557;164;90;74;1,493;862;631
------;Straftaten insgesamt;3359;Stade;LK;voll.;1,985;1,129;856;48;24;24;148;73;75;196;97;99;171;99;72;222;152;70;1,273;704;569;123;77;46;1,396;781;615
------;Straftaten insgesamt;3360;Uelzen;LK;voll.;1,068;571;497;13;5;8;55;30;25;68;35;33;92;39;53;88;51;37;737;402;335;83;44;39;820;446;374
------;Straftaten insgesamt;3361;Verden;LK;voll.;1,175;619;556;14;7;7;73;42;31;87;49;38;90;49;41;78;43;35;829;427;402;91;51;40;920;478;442
------;Straftaten insgesamt;3401;Delmenhorst;KfS;voll.;897;526;371;17;6;11;44;30;14;61;36;25;67;39;28;78;39;39;652;389;263;39;23;16;691;412;279
------;Straftaten insgesamt;3402;Emden;KfS;voll.;598;317;281;18;8;10;44;19;25;62;27;35;34;15;19;52;28;24;411;228;183;39;19;20;450;247;203
------;Straftaten insgesamt;3403;Oldenburg (Oldenburg);KfS;voll.;2,041;1,171;870;18;9;9;80;36;44;98;45;53;145;72;73;224;117;107;1,485;882;603;89;55;34;1,574;937;637
------;Straftaten insgesamt;3404;Osnabrück;KfS;voll.;2,693;1,552;1,141;40;15;25;128;48;80;168;63;105;208;94;114;212;117;95;1,953;1,195;758;152;83;69;2,105;1,278;827
------;Straftaten insgesamt;3405;Wilhelmshaven;KfS;voll.;1,579;872;707;25;10;15;140;75;65;165;85;80;141;84;57;147;73;74;1,037;576;461;89;54;35;1,126;630;496
------;Straftaten insgesamt;3451;Ammerland;LK;voll.;882;501;381;11;5;6;116;69;47;127;74;53;60;29;31;67;42;25;551;312;239;77;44;33;628;356;272
------;Straftaten insgesamt;3452;Aurich;LK;voll.;1,909;1,013;896;30;16;14;144;68;76;174;84;90;146;78;68;154;86;68;1,283;685;598;152;80;72;1,435;765;670
------;Straftaten insgesamt;3453;Cloppenburg;LK;voll.;1,382;799;583;20;9;11;87;56;31;107;65;42;164;78;86;132;99;33;905;514;391;74;43;31;979;557;422
------;Straftaten insgesamt;3454;Emsland;LK;voll.;3,300;1,924;1,376;47;29;18;191;85;106;238;114;124;276;163;113;246;143;103;2,326;1,376;950;214;128;86;2,540;1,504;1,036
------;Straftaten insgesamt;3455;Friesland;LK;voll.;803;457;346;21;11;10;94;60;34;115;71;44;76;41;35;65;41;24;495;274;221;52;30;22;547;304;243
------;Straftaten insgesamt;3456;Grafschaft Bentheim;LK;voll.;1,220;685;535;9;4;5;98;60;38;107;64;43;136;71;65;111;59;52;800;457;343;66;34;32;866;491;375
------;Straftaten insgesamt;3457;Leer;LK;voll.;1,858;1,022;836;74;36;38;160;63;97;234;99;135;153;78;75;136;80;56;1,200;686;514;135;79;56;1,335;765;570
------;Straftaten insgesamt;3458;Oldenburg;LK;voll.;920;491;429;17;13;4;54;31;23;71;44;27;71;39;32;71;53;18;598;315;283;109;40;69;707;355;352
------;Straftaten insgesamt;3459;Osnabrück;LK;voll.;2,721;1,510;1,211;46;20;26;205;116;89;251;136;115;224;121;103;182;110;72;1,837;1,007;830;227;136;91;2,064;1,143;921
------;Straftaten insgesamt;3460;Vechta;LK;voll.;1,138;679;459;11;2;9;85;58;27;96;60;36;80;48;32;103;58;45;798;476;322;61;37;24;859;513;346
------;Straftaten insgesamt;3461;Wesermarsch;LK;voll.;919;497;422;18;6;12;72;38;34;90;44;46;118;60;58;68;32;36;572;320;252;71;41;30;643;361;282
------;Straftaten insgesamt;3462;Wittmund;LK;voll.;607;315;292;16;9;7;55;28;27;71;37;34;77;38;39;59;27;32;356;191;165;44;22;22;400;213;187
------;Straftaten insgesamt;4011;Bremen;KfS;voll.;10,988;6,482;4,506;83;39;44;484;248;236;567;287;280;782;447;335;940;546;394;8,052;4,856;3,196;647;346;301;8,699;5,202;3,497
------;Straftaten insgesamt;4012;Bremerhaven;KfS;voll.;2,352;1,340;1,012;22;11;11;143;69;74;165;80;85;176;90;86;200;100;100;1,678;994;684;133;76;57;1,811;1,070;741
------;Straftaten insgesamt;5111;Düsseldorf;KfS;voll.;9,236;5,592;3,644;90;40;50;443;241;202;533;281;252;640;354;286;736;428;308;6,750;4,212;2,538;577;317;260;7,327;4,529;2,798
------;Straftaten insgesamt;5112;Duisburg;KfS;voll.;7,451;3,962;3,489;117;65;52;588;318;270;705;383;322;559;279;280;467;214;253;5,238;2,808;2,430;482;278;204;5,720;3,086;2,634
------;Straftaten insgesamt;5113;Essen;KfS;voll.;8,112;4,519;3,593;113;51;62;534;278;256;647;329;318;670;359;311;547;269;278;5,751;3,279;2,472;497;283;214;6,248;3,562;2,686
------;Straftaten insgesamt;5114;Krefeld;KfS;voll.;3,421;1,898;1,523;19;11;8;222;134;88;241;145;96;275;135;140;262;140;122;2,391;1,332;1,059;252;146;106;2,643;1,478;1,165
------;Straftaten insgesamt;5116;Mönchengladbach;KfS;voll.;3,954;2,169;1,785;41;21;20;227;114;113;268;135;133;233;122;111;286;155;131;2,880;1,576;1,304;287;181;106;3,167;1,757;1,410
------;Straftaten insgesamt;5117;Mülheim an der Ruhr;KfS;voll.;1,847;954;893;23;9;14;108;52;56;131;61;70;147;79;68;93;39;54;1,306;684;622;170;91;79;1,476;775;701
------;Straftaten insgesamt;5119;Oberhausen;KfS;voll.;2,755;1,556;1,199;53;19;34;191;95;96;244;114;130;212;120;92;177;99;78;1,934;1,099;835;188;124;64;2,122;1,223;899
------;Straftaten insgesamt;5120;Remscheid;KfS;voll.;1,489;789;700;16;5;11;102;49;53;118;54;64;134;68;66;92;47;45;1,016;543;473;129;77;52;1,145;620;525
------;Straftaten insgesamt;5122;Solingen;KfS;voll.;1,994;1,057;937;36;13;23;150;92;58;186;105;81;170;93;77;130;70;60;1,323;680;643;185;109;76;1,508;789;719
------;Straftaten insgesamt;5124;Wuppertal;KfS;voll.;5,775;3,144;2,631;61;29;32;342;174;168;403;203;200;441;239;202;430;226;204;4,116;2,249;1,867;385;227;158;4,501;2,476;2,025
------;Straftaten insgesamt;5154;Kleve;K;voll.;3,174;1,689;1,485;52;30;22;185;61;124;237;91;146;226;98;128;231;114;117;2,244;1,244;1,000;236;142;94;2,480;1,386;1,094
------;Straftaten insgesamt;5158;Mettmann;K;voll.;5,706;3,097;2,609;56;27;29;342;172;170;398;199;199;393;204;189;354;197;157;4,091;2,238;1,853;470;259;211;4,561;2,497;2,064
------;Straftaten insgesamt;5162;Rhein-Kreis Neuss;K;voll.;4,265;2,321;1,944;48;25;23;293;156;137;341;181;160;371;222;149;305;155;150;2,931;1,587;1,344;317;176;141;3,248;1,763;1,485
------;Straftaten insgesamt;5166;Viersen;K;voll.;3,234;1,793;1,441;41;19;22;228;122;106;269;141;128;287;155;132;200;98;102;2,207;1,218;989;271;181;90;2,478;1,399;1,079
------;Straftaten insgesamt;5170;Wesel;K;voll.;4,467;2,412;2,055;129;65;64;427;247;180;556;312;244;386;205;181;309;158;151;2,855;1,541;1,314;361;196;165;3,216;1,737;1,479
------;Straftaten insgesamt;5314;Bonn;KfS;voll.;5,107;2,998;2,109;52;35;17;243;134;109;295;169;126;356;196;160;378;215;163;3,728;2,212;1,516;350;206;144;4,078;2,418;1,660
------;Straftaten insgesamt;5315;Köln;KfS;voll.;20,085;11,723;8,362;135;69;66;931;503;428;1,066;572;494;1,287;702;585;1,321;717;604;15,139;8,953;6,186;1,272;779;493;16,411;9,732;6,679
------;Straftaten insgesamt;5316;Leverkusen;KfS;voll.;2,209;1,154;1,055;21;7;14;150;70;80;171;77;94;188;93;95;153;83;70;1,515;796;719;182;105;77;1,697;901;796
------;Straftaten insgesamt;5334;Aachen;K;voll.;7,658;4,252;3,406;64;36;28;378;195;183;442;231;211;515;269;246;573;307;266;5,555;3,086;2,469;573;359;214;6,128;3,445;2,683
------;Straftaten insgesamt;5358;Düren;K;voll.;2,946;1,612;1,334;44;32;12;191;104;87;235;136;99;202;104;98;187;106;81;2,132;1,158;974;190;108;82;2,322;1,266;1,056
------;Straftaten insgesamt;5362;Rhein-Erft-Kreis;K;voll.;5,534;2,953;2,581;54;29;25;367;178;189;421;207;214;485;244;241;384;186;198;3,813;2,051;1,762;431;265;166;4,244;2,316;1,928
------;Straftaten insgesamt;5366;Euskirchen;K;voll.;2,070;1,173;897;19;7;12;128;64;64;147;71;76;158;75;83;174;102;72;1,412;800;612;179;125;54;1,591;925;666
------;Straftaten insgesamt;5370;Heinsberg;K;voll.;2,898;1,520;1,378;36;15;21;212;104;108;248;119;129;219;122;97;226;113;113;1,994;1,053;941;211;113;98;2,205;1,166;1,039
------;Straftaten insgesamt;5374;Oberbergischer Kreis;K;voll.;2,577;1,380;1,197;31;12;19;161;68;93;192;80;112;193;93;100;187;109;78;1,751;968;783;254;130;124;2,005;1,098;907
------;Straftaten insgesamt;5378;Rheinisch-Bergischer Kreis;K;voll.;2,978;1,613;1,365;29;12;17;152;86;66;181;98;83;209;124;85;201;97;104;2,064;1,089;975;323;205;118;2,387;1,294;1,093
------;Straftaten insgesamt;5382;Rhein-Sieg-Kreis;K;voll.;5,714;3,046;2,668;66;39;27;355;168;187;421;207;214;425;204;221;404;213;191;3,945;2,142;1,803;519;280;239;4,464;2,422;2,042
------;Straftaten insgesamt;5512;Bottrop;KfS;voll.;1,275;657;618;11;7;4;97;40;57;108;47;61;114;71;43;88;39;49;884;449;435;81;51;30;965;500;465
------;Straftaten insgesamt;5513;Gelsenkirchen;KfS;voll.;4,359;2,245;2,114;55;33;22;495;193;302;550;226;324;383;200;183;276;130;146;2,919;1,562;1,357;231;127;104;3,150;1,689;1,461
------;Straftaten insgesamt;5515;Münster;KfS;voll.;4,157;2,591;1,566;38;21;17;175;100;75;213;121;92;256;148;108;366;232;134;3,065;1,924;1,141;257;166;91;3,322;2,090;1,232
------;Straftaten insgesamt;5554;Borken;K;voll.;4,385;2,420;1,965;68;33;35;344;165;179;412;198;214;319;161;158;336;203;133;2,988;1,655;1,333;330;203;127;3,318;1,858;1,460
------;Straftaten insgesamt;5558;Coesfeld;K;voll.;1,708;956;752;16;7;9;114;58;56;130;65;65;159;90;69;121;67;54;1,167;655;512;131;79;52;1,298;734;564
------;Straftaten insgesamt;5562;Recklinghausen;K;voll.;7,525;4,025;3,500;96;53;43;534;288;246;630;341;289;669;327;342;487;257;230;5,151;2,785;2,366;588;315;273;5,739;3,100;2,639
------;Straftaten insgesamt;5566;Steinfurt;K;voll.;4,368;2,408;1,960;44;23;21;270;137;133;314;160;154;345;177;168;326;180;146;3,072;1,712;1,360;311;179;132;3,383;1,891;1,492
------;Straftaten insgesamt;5570;Warendorf;K;voll.;2,541;1,370;1,171;16;5;11;164;73;91;180;78;102;209;103;106;193;104;89;1,760;994;766;199;91;108;1,959;1,085;874
------;Straftaten insgesamt;5711;Bielefeld;KfS;voll.;3,814;2,045;1,769;32;11;21;172;98;74;204;109;95;290;121;169;299;156;143;2,753;1,512;1,241;268;147;121;3,021;1,659;1,362
------;Straftaten insgesamt;5754;Gütersloh;K;voll.;3,408;1,886;1,522;38;18;20;193;90;103;231;108;123;282;132;150;263;140;123;2,416;1,387;1,029;216;119;97;2,632;1,506;1,126
------;Straftaten insgesamt;5758;Herford;K;voll.;2,360;1,316;1,044;36;12;24;165;77;88;201;89;112;182;104;78;180;120;60;1,613;905;708;184;98;86;1,797;1,003;794
------;Straftaten insgesamt;5762;Höxter;K;voll.;1,295;733;562;15;10;5;102;62;40;117;72;45;107;59;48;105;57;48;868;493;375;98;52;46;966;545;421
------;Straftaten insgesamt;5766;Lippe;K;voll.;2,951;1,466;1,485;55;27;28;277;129;148;332;156;176;249;117;132;194;77;117;1,922;973;949;254;143;111;2,176;1,116;1,060
------;Straftaten insgesamt;5770;Minden-Lübbecke;K;voll.;3,409;2,044;1,365;31;19;12;185;81;104;216;100;116;198;91;107;421;296;125;2,396;1,446;950;178;111;67;2,574;1,557;1,017
------;Straftaten insgesamt;5774;Paderborn;K;voll.;3,003;1,750;1,253;30;14;16;167;69;98;197;83;114;223;118;105;286;180;106;2,097;1,266;831;200;103;97;2,297;1,369;928
------;Straftaten insgesamt;5911;Bochum;KfS;voll.;5,283;2,995;2,288;37;19;18;305;148;157;342;167;175;362;193;169;357;209;148;3,905;2,255;1,650;317;171;146;4,222;2,426;1,796
------;Straftaten insgesamt;5913;Dortmund;KfS;voll.;10,710;6,256;4,454;90;44;46;514;267;247;604;311;293;761;413;348;785;413;372;7,941;4,734;3,207;619;385;234;8,560;5,119;3,441
------;Straftaten insgesamt;5914;Hagen;KfS;voll.;2,889;1,685;1,204;50;30;20;211;100;111;261;130;131;178;93;85;194;119;75;2,092;1,243;849;164;100;64;2,256;1,343;913
------;Straftaten insgesamt;5915;Hamm;KfS;voll.;2,656;1,506;1,150;31;13;18;208;111;97;239;124;115;197;96;101;177;100;77;1,897;1,104;793;146;82;64;2,043;1,186;857
------;Straftaten insgesamt;5916;Herne;KfS;voll.;2,330;1,194;1,136;22;15;7;148;78;70;170;93;77;159;81;78;176;65;111;1,660;850;810;165;105;60;1,825;955;870
------;Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;K;voll.;3,672;1,932;1,740;51;22;29;221;108;113;272;130;142;254;137;117;238;132;106;2,603;1,360;1,243;305;173;132;2,908;1,533;1,375
------;Straftaten insgesamt;5958;Hochsauerlandkreis;K;voll.;2,475;1,359;1,116;32;20;12;185;97;88;217;117;100;229;107;122;220;124;96;1,649;917;732;160;94;66;1,809;1,011;798
------;Straftaten insgesamt;5962;Märkischer Kreis;K;voll.;5,063;2,861;2,202;66;35;31;305;158;147;371;193;178;450;252;198;441;227;214;3,477;2,003;1,474;324;186;138;3,801;2,189;1,612
------;Straftaten insgesamt;5966;Olpe;K;voll.;1,318;791;527;9;3;6;83;49;34;92;52;40;124;75;49;109;77;32;909;535;374;84;52;32;993;587;406
------;Straftaten insgesamt;5970;Siegen-Wittgenstein;K;voll.;2,751;1,558;1,193;31;19;12;179;88;91;210;107;103;232;110;122;208;107;101;1,910;1,119;791;191;115;76;2,101;1,234;867
------;Straftaten insgesamt;5974;Soest;K;voll.;3,137;1,768;1,369;36;17;19;191;96;95;227;113;114;250;107;143;252;144;108;2,174;1,272;902;234;132;102;2,408;1,404;1,004
------;Straftaten insgesamt;5978;Unna;K;voll.;4,348;2,359;1,989;44;20;24;315;155;160;359;175;184;397;208;189;298;162;136;2,992;1,621;1,371;302;193;109;3,294;1,814;1,480
------;Straftaten insgesamt;6411;Darmstadt;KfS;voll.;1,495;842;653;10;6;4;74;33;41;84;39;45;118;66;52;119;64;55;1,077;615;462;97;58;39;1,174;673;501
------;Straftaten insgesamt;6412;Frankfurt am Main;KfS;voll.;12,041;7,575;4,466;108;58;50;428;249;179;536;307;229;667;379;288;802;464;338;9,316;6,003;3,313;720;422;298;10,036;6,425;3,611
------;Straftaten insgesamt;6413;Offenbach am Main;KfS;voll.;1,360;710;650;19;14;5;61;28;33;80;42;38;98;40;58;81;38;43;1,001;534;467;100;56;44;1,101;590;511
------;Straftaten insgesamt;6414;Wiesbaden;KfS;voll.;4,032;2,162;1,870;37;20;17;174;88;86;211;108;103;247;115;132;328;163;165;2,970;1,619;1,351;276;157;119;3,246;1,776;1,470
------;Straftaten insgesamt;6431;Bergstraße;LK;voll.;1,331;695;636;8;6;2;68;40;28;76;46;30;87;46;41;97;42;55;949;492;457;122;69;53;1,071;561;510
------;Straftaten insgesamt;6432;Darmstadt-Dieburg;LK;voll.;1,620;869;751;15;9;6;99;51;48;114;60;54;120;72;48;97;54;43;1,143;604;539;146;79;67;1,289;683;606
------;Straftaten insgesamt;6433;Groß-Gerau;LK;voll.;2,426;1,307;1,119;19;13;6;130;65;65;149;78;71;192;107;85;158;84;74;1,744;928;816;183;110;73;1,927;1,038;889
------;Straftaten insgesamt;6434;Hochtaunuskreis;LK;voll.;1,728;922;806;19;9;10;127;60;67;146;69;77;155;90;65;104;58;46;1,185;627;558;138;78;60;1,323;705;618
------;Straftaten insgesamt;6435;Main-Kinzig-Kreis;LK;voll.;2,837;1,414;1,423;34;16;18;171;82;89;205;98;107;186;101;85;205;109;96;1,984;972;1,012;257;134;123;2,241;1,106;1,135
------;Straftaten insgesamt;6436;Main-Taunus-Kreis;LK;voll.;1,944;1,074;870;10;4;6;118;62;56;128;66;62;133;84;49;120;66;54;1,373;767;606;190;91;99;1,563;858;705
------;Straftaten insgesamt;6437;Odenwaldkreis;LK;voll.;696;353;343;17;11;6;35;20;15;52;31;21;57;27;30;44;17;27;477;235;242;66;43;23;543;278;265
------;Straftaten insgesamt;6438;Offenbach;LK;voll.;2,301;1,269;1,032;28;20;8;139;79;60;167;99;68;192;105;87;127;76;51;1,610;869;741;205;120;85;1,815;989;826
------;Straftaten insgesamt;6439;Rheingau-Taunus-Kreis;LK;voll.;1,131;600;531;14;10;4;74;43;31;88;53;35;94;52;42;73;37;36;796;405;391;80;53;27;876;458;418
------;Straftaten insgesamt;6440;Wetteraukreis;LK;voll.;2,223;1,268;955;24;12;12;106;62;44;130;74;56;156;90;66;185;105;80;1,569;899;670;183;100;83;1,752;999;753
------;Straftaten insgesamt;6531;Gießen;LK;voll.;2,779;1,627;1,152;51;30;21;128;59;69;179;89;90;206;87;119;225;122;103;2,001;1,209;792;168;120;48;2,169;1,329;840
------;Straftaten insgesamt;6532;Lahn-Dill-Kreis;LK;voll.;1,775;956;819;23;10;13;89;39;50;112;49;63;148;72;76;132;72;60;1,239;672;567;144;91;53;1,383;763;620
------;Straftaten insgesamt;6533;Limburg-Weilburg;LK;voll.;1,364;721;643;14;6;8;77;35;42;91;41;50;126;63;63;112;64;48;929;495;434;106;58;48;1,035;553;482
------;Straftaten insgesamt;6534;Marburg-Biedenkopf;LK;voll.;2,133;1,266;867;21;12;9;106;57;49;127;69;58;159;93;66;167;104;63;1,534;912;622;146;88;58;1,680;1,000;680
------;Straftaten insgesamt;6535;Vogelsbergkreis;LK;voll.;1,018;604;414;16;7;9;49;21;28;65;28;37;55;29;26;55;29;26;742;469;273;101;49;52;843;518;325
------;Straftaten insgesamt;6611;Kassel;KfS;voll.;3,261;1,858;1,403;35;22;13;142;71;71;177;93;84;189;96;93;298;169;129;2,406;1,390;1,016;191;110;81;2,597;1,500;1,097
------;Straftaten insgesamt;6631;Fulda;LK;voll.;1,543;896;647;13;9;4;75;39;36;88;48;40;116;59;57;83;49;34;1,121;661;460;135;79;56;1,256;740;516
------;Straftaten insgesamt;6632;Hersfeld-Rotenburg;LK;voll.;974;559;415;8;3;5;50;33;17;58;36;22;60;30;30;79;45;34;665;380;285;112;68;44;777;448;329
